id,chain_len,distances,halstead_difficulty,halstead_effort
9jPK8KBWzjFmBx4Hb,16,"[2, 1, 4, 2, 7, 4, 5, 7, 28, 21, 18, 15, 2, 5, 11]","[13.333333333333332, 14.518518518518519, 15.076923076923077, 15.076923076923077, 15.384615384615385, 15.076923076923077, 15.076923076923077, 15.384615384615385, 15.384615384615385, 14.134615384615385, 15.076923076923077, 15.076923076923077, 14.76923076923077, 15.076923076923077, 14.76923076923077, 14.76923076923077]","[3744.440295222602, 4191.67860910297, 4251.666853955963, 4251.666853955963, 4356.02482198228, 4251.666853955963, 4251.666853955963, 4356.02482198228, 4364.696539859472, 3891.0343975936266, 4260.326244766481, 4260.326244766481, 4164.89814265074, 4260.326244766481, 4156.334299006905, 4164.89814265074]"
9jPK8KBWzjFmBx4Hb,5,"[8, 8, 31, 20]","[17.846153846153847, 17.846153846153847, 17.846153846153847, 17.23076923076923, 17.653846153846157]","[5203.681641540427, 5203.681641540427, 5203.681641540427, 5015.721297830126, 5224.720225586719]"
9jPK8KBWzjFmBx4Hb,14,"[16, 4, 27, 6, 16, 7, 7, 30, 31, 27, 9, 19, 7]","[19.615384615384613, 19.942307692307693, 19.942307692307693, 19.288461538461537, 19.288461538461537, 18.961538461538463, 18.961538461538463, 18.961538461538463, 20.769230769230766, 21.46153846153846, 19.615384615384613, 19.615384615384613, 19.615384615384613, 19.615384615384613]","[5923.097159219768, 6040.703426467555, 6050.040366950645, 5805.826923076923, 5815.138851906721, 5688.898349933644, 5688.898349933644, 5679.525425021215, 6427.466558328069, 6692.745679937627, 5941.675501443495, 5941.675501443495, 5932.421785527549, 5932.421785527549]"
9jPK8KBWzjFmBx4Hb,16,"[126, 10, 13, 1, 19, 1, 8, 125, 2, 6, 34, 4, 5, 33, 8]","[18.56, 19.72, 19.72, 18.56, 18.56, 19.72, 19.72, 19.72, 18.56, 18.56, 18.56, 19.38, 19.38, 17.92, 19.72, 18.56]","[5255.867467634258, 5710.563864282171, 5710.563864282171, 5237.416054842387, 5237.416054842387, 5710.563864282171, 5710.563864282171, 5720.563066906799, 5246.680525166812, 5246.680525166812, 5255.867467634258, 5582.122210794038, 5592.202067152108, 5029.518450229852, 5710.563864282171, 5246.680525166812]"
9jPK8KBWzjFmBx4Hb,14,"[18, 1, 25, 6, 10, 26, 6, 2, 30, 1, 28, 6, 7]","[19.72, 18.56, 18.56, 18.56, 18.56, 18.56, 17.92, 17.92, 17.92, 18.961538461538463, 19.72, 19.72, 19.72, 19.72]","[5710.563864282171, 5237.416054842387, 5237.416054842387, 5264.978169036475, 5255.867467634258, 5255.867467634258, 5029.518450229852, 5038.6957967401295, 5038.6957967401295, 5621.663144783274, 5710.563864282171, 5710.563864282171, 5720.563066906799, 5730.47928764031]"
9jPK8KBWzjFmBx4Hb,3,"[2, 26]","[18.56, 18.56, 17.92]","[5246.680525166812, 5246.680525166812, 5029.518450229852]"
9jPK8KBWzjFmBx4Hb,6,"[11, 22, 4, 16, 12]","[17.98076923076923, 17.92, 17.92, 17.92, 17.92, 17.92]","[5283.006596528719, 5038.6957967401295, 5038.6957967401295, 5038.6957967401295, 5029.518450229852, 5038.6957967401295]"
9jPK8KBWzjFmBx4Hb,7,"[6, 4, 28, 4, 23, 1]","[17.23076923076923, 19.38, 19.38, 19.203703703703702, 18.88888888888889, 18.88888888888889, 18.88888888888889]","[4954.028492252668, 5592.202067152108, 5592.202067152108, 5876.0383194505985, 5760.2128094411555, 5760.2128094411555, 5760.2128094411555]"
9jPK8KBWzjFmBx4Hb,3,"[3, 61]","[42.01923076923077, 43.239999999999995, 48.0]","[15826.061133516754, 15938.914536125541, 18255.168498709416]"
9jPK8KBWzjFmBx4Hb,12,"[0, 0, 0, 61, 61, 6, 5, 24, 24, 11, 11]","[48.0, 48.0, 48.0, 48.0, 43.239999999999995, 48.0, 48.0, 48.0, 48.0, 48.0, 47.04, 48.0]","[18255.168498709416, 18255.168498709416, 18255.168498709416, 18255.168498709416, 15938.914536125541, 18255.168498709416, 18255.168498709416, 18255.168498709416, 18255.168498709416, 18255.168498709416, 17843.771744975187, 18255.168498709416]"
9jPK8KBWzjFmBx4Hb,6,"[29, 4, 7, 4, 29]","[37.839999999999996, 40.48, 40.48, 40.48, 40.48, 37.839999999999996]","[13422.000859020962, 14752.44772169337, 14752.44772169337, 14766.934648883276, 14766.934648883276, 13435.685180931643]"
9jPK8KBWzjFmBx4Hb,20,"[5, 7, 4, 7, 7, 4, 40, 7, 18, 37, 7, 5, 4, 7, 7, 5, 5, 25, 5]","[37.839999999999996, 37.839999999999996, 37.839999999999996, 37.839999999999996, 37.839999999999996, 37.839999999999996, 37.839999999999996, 37.72, 37.72, 40.32, 36.96, 36.96, 36.96, 36.96, 36.96, 36.96, 36.96, 36.96, 37.839999999999996, 37.839999999999996]","[13408.24316237941, 13408.24316237941, 13422.000859020962, 13422.000859020962, 13435.685180931643, 13422.000859020962, 13422.000859020962, 13564.449542090657, 13578.920969317369, 14894.965279929917, 13055.672503079977, 13069.329945105757, 13069.329945105757, 13069.329945105757, 13055.672503079977, 13069.329945105757, 13069.329945105757, 13069.329945105757, 13435.685180931643, 13435.685180931643]"
9jPK8KBWzjFmBx4Hb,8,"[1, 27, 24, 30, 1, 14, 23]","[4.229166666666666, 4.229166666666666, 5.166666666666667, 4.229166666666666, 4.375, 4.375, 3.625, 5.166666666666667]","[780.6199454430125, 780.6199454430125, 1002.926746155685, 780.6199454430125, 813.75, 813.75, 644.967685459964, 999.339827733931]"
9jPK8KBWzjFmBx4Hb,9,"[6, 14, 6, 5, 2, 6, 19, 16]","[7.083333333333334, 7.083333333333334, 6.875, 7.083333333333334, 7.083333333333334, 7.083333333333334, 7.199999999999999, 6.875, 7.083333333333334]","[1495.4433522223055, 1500.1071679610914, 1442.2199690871405, 1490.7160812636043, 1495.4433522223055, 1495.4433522223055, 1574.4777333877832, 1442.2199690871405, 1500.1071679610914]"
9jPK8KBWzjFmBx4Hb,10,"[4, 11, 4, 13, 17, 25, 4, 4, 20]","[10.32, 10.32, 10.32, 10.32, 10.32, 12.04, 10.4, 10.66, 10.66, 9.36]","[2484.9363054134706, 2484.9363054134706, 2490.95689730081, 2490.95689730081, 2484.9363054134706, 3070.527411343887, 2552.76737568546, 2623.190098215868, 2623.190098215868, 2225.5440098484305]"
9jPK8KBWzjFmBx4Hb,7,"[21, 21, 11, 11, 11, 16]","[10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32]","[2496.9124004334903, 2496.9124004334903, 2496.9124004334903, 2502.804207124589, 2496.9124004334903, 2502.804207124589, 2496.9124004334903]"
9jPK8KBWzjFmBx4Hb,12,"[4, 29, 8, 8, 1, 10, 21, 11, 1, 5, 10]","[10.444444444444445, 10.615384615384615, 13.461538461538462, 13.192307692307692, 13.461538461538462, 13.461538461538462, 14.711538461538462, 14.711538461538462, 15.0, 15.0, 15.0, 14.711538461538462]","[2712.1114773075647, 2680.0293737829734, 3622.726398610953, 3535.7704974190683, 3622.726398610953, 3622.726398610953, 4074.366278949177, 4082.386564358236, 4178.565757805315, 4178.565757805315, 4170.536223817666, 4074.366278949177]"
9jPK8KBWzjFmBx4Hb,3,"[12, 42]","[15.865384615384615, 15.865384615384615, 17.01923076923077]","[4452.859634099874, 4460.984753080579, 4844.406515889122]"
9jPK8KBWzjFmBx4Hb,6,"[7, 7, 39, 50, 1]","[17.01923076923077, 17.01923076923077, 17.01923076923077, 18.76923076923077, 17.53846153846154, 17.53846153846154]","[4844.406515889122, 4852.557944661303, 4844.406515889122, 5535.786565224277, 5087.721872580552, 5096.541104626271]"
BGnWsiJhqWwaYPo7G,6,"[39, 29, 1, 28, 22]","[22.32, 23.04, 22.32, 22.32, 23.04, 21.96]","[6832.474883957113, 7093.427730773085, 6852.255805978267, 6842.400668343101, 7093.427730773085, 6712.43747404649]"
BGnWsiJhqWwaYPo7G,3,"[18, 18]","[24.48, 23.76, 24.48]","[7619.434364803151, 7365.754314595786, 7619.434364803151]"
9jPK8KBWzjFmBx4Hb,11,"[0, 20, 4, 34, 18, 21, 14, 16, 65, 2]","[10.020833333333334, 10.020833333333334, 9.25, 10.020833333333334, 7.291666666666666, 10.020833333333334, 8.020833333333332, 9.0, 8.14, 8.708333333333332, 8.708333333333332]","[2363.678682493359, 2363.678682493359, 2117.064817537822, 2363.678682493359, 1553.6408298806107, 2363.678682493359, 1759.269763247162, 2048.3047027435055, 1857.8296448453104, 1958.67194502691, 1958.67194502691]"
9jPK8KBWzjFmBx4Hb,7,"[27, 19, 29, 19, 41, 0]","[10.32, 9.02, 10.32, 9.02, 10.32, 8.58, 8.58]","[2496.9124004334903, 2102.8001597034086, 2496.9124004334903, 2102.8001597034086, 2496.9124004334903, 1984.944657432384, 1984.944657432384]"
9jPK8KBWzjFmBx4Hb,13,"[6, 6, 18, 29, 29, 4, 19, 24, 25, 29, 13, 14]","[10.32, 10.32, 10.32, 11.700000000000001, 11.375, 11.700000000000001, 12.6, 11.18, 10.25, 11.18, 11.700000000000001, 12.219999999999999, 11.700000000000001]","[2514.402081275366, 2514.402081275366, 2514.402081275366, 2953.8584619738426, 2771.4460924910163, 2953.8584619738426, 3264.7909316552996, 2797.5554688063758, 2412.9496012988634, 2797.5554688063758, 2960.240825231448, 3111.416187515997, 2960.240825231448]"
9jPK8KBWzjFmBx4Hb,4,"[4, 17, 12]","[16.5, 16.5, 16.200000000000003, 15.600000000000001]","[4574.286642791505, 4574.286642791505, 4467.841910623549, 4279.380140959605]"
9jPK8KBWzjFmBx4Hb,11,"[4, 62, 13, 15, 4, 11, 11, 27, 4, 4]","[16.8, 16.8, 20.4, 21.08, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2]","[4673.219920579981, 4673.219920579981, 6063.415603553152, 6293.603213053119, 5562.425410728359, 5562.425410728359, 5553.918333226537, 5562.425410728359, 5553.918333226537, 5553.918333226537, 5553.918333226537]"
9jPK8KBWzjFmBx4Hb,3,"[3, 14]","[5.0, 4.375, 5.8125]","[960.0, 813.75, 1163.5517328446815]"
9jPK8KBWzjFmBx4Hb,57,"[18, 5, 14, 13, 12, 5, 25, 7, 15, 4, 2, 36, 29, 7, 84, 7, 29, 27, 1, 14, 21, 23, 19, 4, 4, 25, 27, 27, 14, 15, 1, 27, 6, 4, 45, 5, 2, 51, 7, 7, 16, 25, 40, 27, 7, 2, 6, 148, 11, 28, 7, 27, 40, 2, 31, 0]","[7.791666666666667, 7.791666666666667, 7.791666666666667, 8.75, 9.75, 10.020833333333334, 10.020833333333334, 9.120000000000001, 9.120000000000001, 9.5, 9.5, 9.88, 7.92, 9.88, 9.88, 12.88, 12.88, 11.44, 12.384615384615383, 12.88, 14.399999999999999, 11.96, 11.44, 11.96, 11.96, 11.96, 11.44, 12.88, 11.44, 11.44, 11.44, 11.44, 12.88, 13.8, 13.8, 12.48, 13.44, 12.48, 12.48, 12.48, 12.48, 12.48, 11.96, 13.719999999999999, 15.3, 15.3, 15.3, 16.32, 15.120000000000001, 15.120000000000001, 14.56, 14.56, 15.120000000000001, 14.53846153846154, 14.269230769230768, 14.56, 14.56]","[1698.6507637206475, 1698.6507637206475, 1693.3696782517281, 1968.0971667347294, 2267.4588504545563, 2350.631468777868, 2357.194854712251, 2139.3189849733876, 2145.2923484383264, 2361.9521093140356, 2361.9521093140356, 2393.4448041048895, 1786.7861784829302, 2386.879324613814, 2393.4448041048895, 3330.05841739839, 3322.7010488959513, 2842.7031183648833, 3276.825492007841, 3322.7010488959513, 3851.4243036575335, 3006.25332995348, 2842.7031183648833, 2999.528388517206, 3006.25332995348, 2999.528388517206, 2849.4108656013022, 3330.05841739839, 2849.4108656013022, 2849.4108656013022, 2849.4108656013022, 2849.4108656013022, 3330.05841739839, 3667.4086167556484, 3667.4086167556484, 3184.163794297982, 3526.5067854638464, 3190.6489963720514, 3184.163794297982, 3177.6165319312317, 3184.163794297982, 3184.163794297982, 3019.4997611288168, 3614.4052046576285, 4173.949524998095, 4181.728688668822, 4181.728688668822, 4572.023366277912, 4044.0142332068262, 4051.316667843943, 3865.4884189411896, 3858.141105548244, 4044.0142332068262, 3988.179717166496, 3914.3245372189676, 3858.141105548244, 3858.141105548244]"
9jPK8KBWzjFmBx4Hb,23,"[10, 9, 11, 2, 5, 6, 10, 12, 5, 6, 6, 4, 4, 6, 7, 7, 140, 20, 50, 4, 14, 14]","[11.200000000000001, 11.76, 10.92, 10.92, 10.92, 11.76, 12.6, 11.76, 11.76, 12.6, 11.76, 12.6, 12.6, 11.76, 11.76, 11.76, 11.76, 15.9, 15.9, 17.099999999999998, 18.24, 18.88, 18.24]","[2835.641432476802, 2991.9664555259887, 2707.017269285418, 2700.474463896851, 2700.474463896851, 2991.9664555259887, 3287.8752258527343, 2984.73493378073, 2977.423504100642, 3279.928498660143, 2984.73493378073, 3279.928498660143, 3279.928498660143, 2984.73493378073, 2984.73493378073, 2977.423504100642, 2984.73493378073, 4369.5519616550455, 4377.360979394131, 4772.4594676739425, 5217.889017990177, 5444.432077030109, 5217.889017990177]"
9jPK8KBWzjFmBx4Hb,13,"[10, 22, 48, 4, 8, 9, 14, 79, 14, 88, 36, 17]","[12.32, 12.32, 12.88, 12.88, 12.88, 12.88, 12.88, 14.399999999999999, 11.96, 11.96, 14.56, 15.600000000000001, 14.0]","[3156.684222690854, 3156.684222690854, 3322.7010488959513, 3330.05841739839, 3322.7010488959513, 3330.05841739839, 3322.7010488959513, 3851.4243036575335, 3019.4997611288168, 3019.4997611288168, 3858.141105548244, 4231.568461239388, 3673.4445681915067]"
9jPK8KBWzjFmBx4Hb,7,"[1, 14, 7, 29, 1, 7]","[17.099999999999998, 17.099999999999998, 17.7, 17.7, 18.24, 18.24, 18.24]","[4764.5964507088665, 4772.4594676739425, 4971.8364116241455, 4971.8364116241455, 5226.417956155696, 5217.889017990177, 5209.292119441695]"
MdZs9uee25QgFwvi7,11,"[21, 0, 71, 1, 1, 6, 9, 1, 3, 331]","[23.692307692307693, 24.307692307692307, 24.307692307692307, 22.46153846153846, 22.46153846153846, 22.46153846153846, 22.46153846153846, 22.46153846153846, 22.46153846153846, 22.46153846153846, 33.67307692307693]","[7303.715356716577, 7520.448340574651, 7520.448340574651, 6837.583309605548, 6837.583309605548, 6837.583309605548, 6837.583309605548, 6837.583309605548, 6846.508038675591, 6846.508038675591, 11228.629705776808]"
MdZs9uee25QgFwvi7,24,"[42, 7, 14, 19, 2, 71, 2, 7, 9, 199, 19, 31, 26, 2, 1, 11, 11, 1, 21, 1, 1, 1, 19]","[24.307692307692307, 24.307692307692307, 24.307692307692307, 24.307692307692307, 24.307692307692307, 24.307692307692307, 27.788461538461537, 27.788461538461537, 27.788461538461537, 27.788461538461537, 33.67307692307693, 33.67307692307693, 33.01923076923077, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693, 33.67307692307693]","[7520.448340574651, 7520.448340574651, 7529.347948679721, 7529.347948679721, 7520.448340574651, 7520.448340574651, 8932.782629482637, 8932.782629482637, 8942.440256159894, 8942.440256159894, 11228.629705776808, 11238.278402777736, 10962.624503873849, 11238.278402777736, 11228.629705776808, 11238.278402777736, 11247.882737796715, 11238.278402777736, 11238.278402777736, 11238.278402777736, 11238.278402777736, 11238.278402777736, 11238.278402777736, 11247.882737796715]"
MdZs9uee25QgFwvi7,5,"[5, 8, 95, 118]","[27.788461538461537, 27.788461538461537, 27.788461538461537, 30.403846153846157, 33.67307692307693]","[8932.782629482637, 8932.782629482637, 8932.782629482637, 9955.208064086235, 11228.629705776808]"
MdZs9uee25QgFwvi7,16,"[20, 35, 1, 14, 14, 2, 8, 3, 0, 118, 190, 15, 6, 6, 15]","[29.75, 30.403846153846157, 30.076923076923077, 30.076923076923077, 29.75, 30.076923076923077, 30.076923076923077, 30.403846153846157, 30.403846153846157, 30.403846153846157, 33.67307692307693, 35.63461538461539, 36.28846153846154, 36.28846153846154, 36.28846153846154, 35.63461538461539]","[9693.425828264732, 9964.80670850198, 9829.025739668628, 9829.025739668628, 9703.063279047537, 9829.025739668628, 9829.025739668628, 9945.560321531535, 9955.208064086235, 9955.208064086235, 11228.629705776808, 12011.921512149545, 12271.306306988326, 12271.306306988326, 12271.306306988326, 12011.921512149545]"
MdZs9uee25QgFwvi7,3,"[70, 0]","[31.711538461538463, 33.67307692307693, 33.67307692307693]","[10462.089686984094, 11228.629705776808, 11228.629705776808]"
MdZs9uee25QgFwvi7,12,"[24, 0, 25, 7, 29, 7, 28, 1, 21, 33, 1]","[33.01923076923077, 33.67307692307693, 33.67307692307693, 33.01923076923077, 33.01923076923077, 33.67307692307693, 33.67307692307693, 33.01923076923077, 33.01923076923077, 32.36538461538461, 33.67307692307693, 33.67307692307693]","[10972.309520785682, 11228.629705776808, 11228.629705776808, 10972.309520785682, 10962.624503873849, 11228.629705776808, 11238.278402777736, 10972.309520785682, 10981.948960978727, 10716.790806964475, 11218.936235079604, 11228.629705776808]"
MdZs9uee25QgFwvi7,3,"[0, 8]","[35.63461538461539, 35.63461538461539, 35.63461538461539]","[12011.921512149545, 12011.921512149545, 12011.921512149545]"
9jPK8KBWzjFmBx4Hb,3,"[7, 226]","[5.0, 4.229166666666666, 13.8]","[960.0, 780.6199454430125, 3667.4086167556484]"
9jPK8KBWzjFmBx4Hb,3,"[10, 2]","[5.8125, 5.58, 5.8125]","[1167.6514662373306, 1154.9134502420143, 1167.6514662373306]"
9jPK8KBWzjFmBx4Hb,7,"[1, 4, 5, 26, 1, 52]","[7.92, 7.92, 7.92, 7.92, 8.16, 8.5, 8.14]","[1792.0938806420043, 1792.0938806420043, 1792.0938806420043, 1792.0938806420043, 1886.3742748588872, 1911.865819113737, 1857.8296448453104]"
9jPK8KBWzjFmBx4Hb,10,"[1, 1, 24, 2, 12, 12, 15, 14, 10]","[8.769230769230768, 8.769230769230768, 9.120000000000001, 9.0, 9.0, 9.36, 9.0, 9.120000000000001, 8.14, 8.879999999999999]","[2124.359293584221, 2124.359293584221, 2151.1933057137066, 2054.1114009346184, 2054.1114009346184, 2261.2540970025602, 2054.1114009346184, 2151.1933057137066, 1863.0170394332836, 2094.5829555633454]"
9jPK8KBWzjFmBx4Hb,29,"[13, 2, 10, 40, 2, 0, 7, 7, 2, 46, 1, 1, 5, 19, 17, 8, 23, 4, 5, 7, 75, 12, 0, 73, 73, 2, 5, 2]","[10.66, 12.32, 11.18, 10.66, 13.8, 12.6, 12.6, 12.32, 13.8, 12.88, 11.18, 11.18, 11.18, 10.92, 11.700000000000001, 11.18, 11.18, 12.6, 12.6, 12.6, 12.6, 16.66, 16.66, 16.66, 13.44, 16.66, 18.0, 18.0, 16.66]","[2636.177452851688, 3163.942782346501, 2784.6515277467274, 2636.177452851688, 3675.3327384789904, 3257.66584310712, 3257.66584310712, 3171.1261224140712, 3675.3327384789904, 3330.05841739839, 2784.6515277467274, 2784.6515277467274, 2784.6515277467274, 2719.892189892152, 2934.321249636397, 2784.6515277467274, 2791.13745664332, 3257.66584310712, 3250.468417398213, 3257.66584310712, 3264.7909316552996, 4735.8339357329105, 4735.8339357329105, 4735.8339357329105, 3628.577736397386, 4735.8339357329105, 5258.877880554982, 5268.892709672586, 4745.053018747475]"
9jPK8KBWzjFmBx4Hb,6,"[32, 7, 18, 26, 78]","[14.72, 14.72, 13.8, 13.2, 13.44, 16.66]","[4035.4367981656164, 4035.4367981656164, 3683.178788768266, 3500.3002954020335, 3628.577736397386, 4735.8339357329105]"
9jPK8KBWzjFmBx4Hb,17,"[8, 16, 21, 26, 10, 19, 17, 7, 47, 11, 6, 27, 24, 18, 8, 67]","[15.3, 15.64, 15.3, 14.08, 16.560000000000002, 16.560000000000002, 15.979999999999999, 17.28, 17.64, 15.3, 16.560000000000002, 16.560000000000002, 14.08, 15.576923076923077, 14.384615384615385, 14.384615384615385, 18.26923076923077]","[4287.700524750883, 4392.228466296112, 4296.745238767936, 3835.3653012331524, 4771.2491144939095, 4781.0799482196935, 4506.333021636794, 5019.151609607543, 5133.803174029794, 4296.745238767936, 4781.0799482196935, 4771.2491144939095, 3835.3653012331524, 4573.177676689694, 4118.359887139014, 4127.151705753292, 5617.4240020296675]"
9jPK8KBWzjFmBx4Hb,23,"[4, 15, 14, 7, 1, 39, 13, 18, 32, 11, 44, 1, 10, 2, 19, 22, 10, 21, 7, 6, 30, 38]","[18.26923076923077, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 16.346153846153847, 16.346153846153847, 16.346153846153847, 16.346153846153847, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 17.307692307692307, 15.692307692307693]","[5617.4240020296675, 5203.508549248533, 5203.508549248533, 5213.103961873024, 5222.616296289459, 5213.103961873024, 5203.508549248533, 5193.828594454643, 5203.508549248533, 5193.828594454643, 5203.508549248533, 4811.589641577249, 4811.589641577249, 4802.733269571563, 4802.733269571563, 5203.508549248533, 5203.508549248533, 5213.103961873024, 5193.828594454643, 5203.508549248533, 5213.103961873024, 5213.103961873024, 4575.852877464486]"
9jPK8KBWzjFmBx4Hb,3,"[32, 344]","[8.25, 8.64, 22.653846153846153]","[1838.3778939873653, 2015.1926295772564, 7192.317728959963]"
9jPK8KBWzjFmBx4Hb,8,"[50, 352, 7, 12, 12, 5, 5]","[10.92, 11.200000000000001, 24.846153846153847, 24.846153846153847, 24.846153846153847, 24.846153846153847, 24.846153846153847, 24.846153846153847]","[2715.0017930220283, 2821.479731020772, 8016.527684304924, 8005.286913851838, 8016.527684304924, 8027.690663335929, 8027.690663335929, 8027.690663335929]"
9jPK8KBWzjFmBx4Hb,7,"[5, 6, 24, 6, 37, 312]","[9.88, 10.92, 10.92, 10.020833333333334, 10.020833333333334, 11.375, 25.76923076923077]","[2393.4448041048895, 2729.6314118823243, 2729.6314118823243, 2357.194854712251, 2357.194854712251, 2792.089317155972, 8487.201330750384]"
9jPK8KBWzjFmBx4Hb,9,"[47, 18, 356, 7, 19, 11, 11, 36]","[10.791666666666668, 13.44, 12.6, 27.307692307692307, 27.307692307692307, 26.538461538461537, 26.538461538461537, 26.538461538461537, 25.76923076923077]","[2614.297420138185, 3603.3380712729695, 3279.928498660143, 9080.50840121521, 9092.549953321426, 8789.138470196393, 8789.138470196393, 8801.078839425496, 8487.201330750384]"
