id,chain_len,distances,halstead_difficulty,halstead_effort
7YjZtAg6iDCXgvpxR,70,"[1310, 9, 1, 34, 9, 1, 35, 11, 32, 0, 1, 39, 39, 65, 0, 70, 0, 11, 9, 11, 36, 19, 3, 60, 61, 34, 1, 0, 27, 27, 1, 70, 2, 7, 9, 78, 1, 9, 9, 40, 50, 36, 36, 2, 35, 19, 31, 27, 26, 2, 1, 2, 14, 41, 57, 2, 12, 17, 35, 0, 35, 38, 45, 48, 85, 48, 66, 17, 82]","[0, 6.428571428571429, 6.923076923076923, 7.800000000000001, 5.833333333333333, 6.5625, 6.5625, 7.800000000000001, 7.0200000000000005, 8.6, 8.6, 9.459999999999999, 10.34, 10.788461538461538, 13.11111111111111, 13.11111111111111, 17.37037037037037, 17.37037037037037, 14.88888888888889, 14.444444444444445, 14.444444444444445, 14.444444444444445, 14.88888888888889, 14.88888888888889, 13.11111111111111, 14.88888888888889, 16.714285714285715, 17.333333333333332, 17.333333333333332, 17.62962962962963, 17.333333333333332, 17.333333333333332, 20.48148148148148, 20.48148148148148, 20.48148148148148, 21.944444444444446, 23.30357142857143, 24.166666666666668, 24.166666666666668, 24.166666666666668, 25.555555555555557, 29.037037037037038, 27.555555555555557, 29.037037037037038, 29.037037037037038, 30.22222222222222, 30.814814814814813, 29.62962962962963, 30.851851851851855, 28.444444444444443, 30.22222222222222, 30.22222222222222, 30.22222222222222, 32.66666666666667, 32.11111111111111, 29.037037037037038, 30.851851851851855, 31.48148148148148, 32.11111111111111, 35.333333333333336, 35.333333333333336, 32.11111111111111, 35.333333333333336, 33.66666666666667, 28.14814814814815, 35.0, 33.0, 36.24074074074074, 35.53703703703704, 36.333333333333336]","[0, 1472.2939843621757, 1499.8421046516967, 1689.822104574245, 1124.1753250986449, 1308.9891014735651, 1308.9891014735651, 1689.822104574245, 1472.6376993442511, 1897.438005201308, 1897.438005201308, 2146.815571599194, 2392.112792290309, 2610.2561431186423, 3447.1367857131204, 3447.1367857131204, 4935.968454222101, 4935.968454222101, 4017.553253110781, 3877.2222511405043, 3877.2222511405043, 3870.305458698652, 4017.553253110781, 4017.553253110781, 3447.1367857131204, 4017.553253110781, 4812.328342728214, 4868.841683699728, 4868.841683699728, 5034.972077757974, 4868.841683699728, 4861.117563760122, 6003.933942241839, 6003.933942241839, 5995.37214121992, 6589.683595143482, 7309.600773643816, 7404.040060125001, 7394.683252145182, 7404.040060125001, 7906.519176623843, 9293.204116001938, 8738.6022773204, 9293.204116001938, 9293.204116001938, 9746.466388369463, 9979.359375238206, 9524.638149083115, 10103.657963327689, 9072.857831540441, 9875.28184269719, 9864.095433128268, 9864.095433128268, 10941.12693889763, 10607.67962719629, 9293.204116001938, 10103.657963327689, 10355.275196968269, 10607.67962719629, 12036.070417246208, 12036.070417246208, 10607.67962719629, 12023.965454511506, 11362.26651893106, 8988.530821617205, 11886.358774323027, 11101.4641449851, 12568.336194325319, 12273.019704979624, 12425.857496975956]"
QBHAAo74XQPgEy5cn,12,"[1273, 46, 0, 2, 2, 45, 72, 9, 36, 59, 53]","[0, 6.75, 8.9375, 8.9375, 8.125, 8.9375, 9.625, 12.0, 12.0, 10.3125, 12.0, 14.777777777777779]","[0, 1351.2213671744687, 1942.394630935806, 1942.394630935806, 1715.3614922549973, 1942.394630935806, 2129.69952696518, 2818.1787650166298, 2818.1787650166298, 2319.4799349002883, 2917.015890098941, 4068.0867564259297]"
BkePKWSXas7dXRgyt,38,"[1275, 1, 69, 46, 5, 37, 23, 35, 3, 3, 62, 43, 37, 73, 47, 46, 44, 1, 19, 1, 25, 15, 40, 0, 0, 41, 27, 24, 1, 15, 15, 62, 23, 11, 1, 2, 14]","[0, 5.76, 6.0, 9.68, 7.3125, 8.125, 9.625, 8.75, 9.375, 9.375, 9.375, 13.780000000000001, 13.270833333333332, 16.200000000000003, 19.52, 17.099999999999998, 19.52, 20.0, 20.8, 21.76, 21.76, 21.846153846153847, 22.76923076923077, 21.76, 21.76, 21.76, 22.46153846153846, 24.51923076923077, 24.24074074074074, 25.173076923076923, 24.51923076923077, 25.173076923076923, 27.788461538461537, 27.074074074074073, 26.410714285714285, 27.38888888888889, 27.38888888888889, 27.703703703703702]","[0, 1153.0422333222132, 1164.6891245678921, 2209.310929005234, 1493.6820388647343, 1715.3614922549973, 2123.5861395421616, 1880.7736082289905, 2048.3718905612936, 2048.3718905612936, 2048.3718905612936, 3478.9888552136367, 3218.43968010813, 4323.73162159753, 5468.498536136326, 4611.163418698384, 5468.498536136326, 5821.819363552824, 5910.53280147363, 6224.850056549686, 6224.850056549686, 6443.292559523339, 6777.795234032632, 6224.850056549686, 6224.850056549686, 6224.850056549686, 6666.039833213394, 7505.691236770505, 7625.86731657392, 7739.188771453078, 7494.708718131984, 7739.188771453078, 8694.269036956053, 8678.802850647606, 8680.412994552269, 8801.86733274765, 8801.86733274765, 8925.159165145662]"
AJRBvtdCT3Pp7Fx5A,9,"[973, 29, 1, 48, 60, 49, 35, 23]","[0, 7.105263157894737, 7.285714285714286, 7.6499999999999995, 9.761904761904761, 15.166666666666668, 16.25, 17.727272727272727, 17.804347826086957]","[0, 1144.919724114627, 1296.2897323530308, 1315.7340783383263, 1879.0988637415226, 3339.319872568339, 3770.4465776702777, 4182.773834744348, 4354.925160944925]"
hHHqRDPSmeLgmtxTM,8,"[1461, 0, 0, 0, 0, 0, 0]","[0, 27.77272727272727, 27.77272727272727, 27.77272727272727, 27.77272727272727, 27.77272727272727, 27.77272727272727, 27.77272727272727]","[0, 7177.296195207164, 7177.296195207164, 7177.296195207164, 7177.296195207164, 7177.296195207164, 7177.296195207164, 7177.296195207164]"
iqr3kZSDyvtYZZPL5,21,"[1051, 47, 101, 4, 54, 29, 97, 13, 95, 2, 64, 24, 101, 1, 135, 13, 6, 6, 123, 1]","[0, 9.952380952380953, 12.272727272727273, 5.444444444444445, 5.444444444444445, 9.0, 7.815789473684211, 13.714285714285714, 15.476190476190476, 18.90909090909091, 18.90909090909091, 22.217391304347824, 22.217391304347824, 23.8, 24.791666666666664, 27.46153846153846, 28.0, 30.0, 28.0, 35.19230769230769, 35.19230769230769]","[0, 1924.9956128699685, 2614.9591110717815, 775.8931838580932, 772.0801159905647, 1620.0, 1292.676373502117, 2900.7072122406053, 3407.469257722795, 4513.718440580234, 4513.718440580234, 5745.002668382665, 5745.002668382665, 6673.5951555524325, 6773.413886511549, 8202.877481168092, 8399.827393533189, 9224.810441112342, 8399.827393533189, 11150.497532805324, 11150.497532805324]"
uWK5CHdcBDHXpGiP3,5,"[1315, 87, 1, 0]","[0, 29.09090909090909, 35.10869565217391, 36.70454545454545, 36.70454545454545]","[0, 7869.665767665259, 10344.878587832165, 10544.722833278925, 10544.722833278925]"
F8sNq9EFpwYL8Juvj,44,"[1012, 7, 4, 13, 6, 6, 7, 2, 1, 2, 9, 9, 7, 5, 4, 11, 8, 26, 10, 5, 4, 5, 28, 9, 15, 2, 12, 4, 22, 6, 4, 9, 25, 10, 0, 5, 3, 6, 6, 30, 10, 5, 21]","[0, 6.526315789473684, 5.526315789473684, 5.526315789473684, 6.526315789473684, 6.526315789473684, 6.526315789473684, 7.342105263157895, 6.526315789473684, 7.342105263157895, 7.342105263157895, 7.578947368421052, 7.578947368421052, 7.578947368421052, 6.7368421052631575, 6.7368421052631575, 6.315789473684211, 6.315789473684211, 5.342105263157895, 6.315789473684211, 7.105263157894737, 7.105263157894737, 6.315789473684211, 6.315789473684211, 6.526315789473684, 6.315789473684211, 6.315789473684211, 7.105263157894737, 7.105263157894737, 6.315789473684211, 6.315789473684211, 6.315789473684211, 7.105263157894737, 6.0, 6.315789473684211, 6.315789473684211, 6.526315789473684, 6.526315789473684, 6.526315789473684, 6.526315789473684, 6.526315789473684, 6.315789473684211, 6.526315789473684, 6.526315789473684]","[0, 1018.7364379410822, 823.011728471449, 826.8864674161193, 1018.7364379410822, 1018.7364379410822, 1018.7364379410822, 1193.869911871421, 1023.317067318361, 1193.869911871421, 1193.869911871421, 1243.1252301239142, 1248.358777632997, 1248.358777632997, 1065.5359115347835, 1070.0218093997116, 985.8739722010473, 976.7611722518296, 787.8700251296198, 976.7611722518296, 1144.919724114627, 1150.186300901222, 981.359763526823, 976.7611722518296, 1018.7364379410822, 976.7611722518296, 976.7611722518296, 1144.919724114627, 1150.186300901222, 976.7611722518296, 976.7611722518296, 981.359763526823, 1144.919724114627, 962.2906363666175, 976.7611722518296, 976.7611722518296, 1018.7364379410822, 1018.7364379410822, 1018.7364379410822, 1018.7364379410822, 1018.7364379410822, 976.7611722518296, 1018.7364379410822, 1018.7364379410822]"
svGZPMG9i5zpJkFBD,48,"[972, 564, 564, 3, 29, 62, 11, 2, 37, 30, 47, 16, 11, 10, 88, 50, 9, 15, 98, 141, 38, 22, 2, 20, 176, 2, 20, 4, 3, 7, 3, 22, 2, 2, 4, 4, 0, 38, 39, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 3.4722222222222223, 4.666666666666666, 3.4722222222222223, 3.4722222222222223, 5.444444444444445, 8.1, 7.875, 7.0, 10.0, 9.25, 11.0, 11.5, 13.2, 11.5, 16.5, 18.425, 18.425, 22.425, 24.043478260869566, 27.6, 27.900000000000002, 28.5, 28.5, 27.403846153846153, 31.666666666666668, 31.666666666666668, 32.88461538461539, 32.88461538461539, 32.88461538461539, 32.88461538461539, 32.88461538461539, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 30.555555555555557, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668, 31.666666666666668]","[0, 438.58549033188376, 951.9999999999999, 438.58549033188376, 438.58549033188376, 775.8931838580932, 1409.3999999999999, 1365.0613025292935, 1171.5468650059838, 1850.9775004326937, 1671.2070681153962, 2068.0395584293174, 2181.06519273614, 2615.7362894010685, 2181.06519273614, 3434.3365822862215, 3917.107294891991, 3917.107294891991, 5111.271713015194, 6305.068573687965, 8063.373945987521, 8181.303235975914, 8397.607324240229, 8397.607324240229, 8276.48798783292, 10156.710745323055, 10147.044304705882, 10286.426781418873, 10286.426781418873, 10286.426781418873, 10286.426781418873, 10286.426781418873, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 9753.221480806815, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882, 10147.044304705882]"
JozvdMwfdLBgRv773,56,"[1240, 36, 2, 5, 50, 3, 77, 45, 79, 4, 27, 2, 2, 10, 2, 2, 81, 27, 46, 4, 3, 21, 2, 2, 60, 19, 2, 51, 17, 7, 2, 2, 26, 29, 54, 55, 1, 0, 0, 8, 30, 27, 0, 6, 2, 2, 2, 0, 101, 2, 33, 30, 29, 26, 27]","[0, 21.7, 23.45, 25.125, 25.5, 28.125, 28.125, 36.55, 40.949999999999996, 34.0, 34.0, 36.9, 36.9, 36.9, 36.9, 36.9, 36.9, 28.125, 32.725, 36.9, 36.9, 36.9, 37.800000000000004, 37.800000000000004, 37.800000000000004, 41.85, 43.199999999999996, 43.199999999999996, 40.050000000000004, 41.4, 41.4, 41.4, 41.4, 43.199999999999996, 41.4, 37.800000000000004, 41.4, 41.4, 41.4, 41.4, 41.4, 43.199999999999996, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 36.4, 36.4, 42.75, 46.074999999999996, 42.75, 46.074999999999996, 42.75]","[0, 4993.566394820416, 5477.741790923848, 6041.626975283656, 6153.62485375234, 6923.525767138428, 6923.525767138428, 9801.734772805432, 11435.355880798978, 8994.381876336889, 8994.381876336889, 10109.095509284913, 10109.095509284913, 10109.095509284913, 10109.095509284913, 10109.095509284913, 10109.095509284913, 6923.525767138428, 8594.47469685068, 10109.095509284913, 10109.095509284913, 10109.095509284913, 10424.511897243727, 10424.511897243727, 10424.511897243727, 11769.618567519557, 12231.90816118395, 12231.90816118395, 11156.922396802638, 11616.043592920178, 11616.043592920178, 11616.043592920178, 11616.043592920178, 12231.90816118395, 11616.043592920178, 10424.511897243727, 11616.043592920178, 11616.043592920178, 11616.043592920178, 11616.043592920178, 11616.043592920178, 12231.90816118395, 12851.846723465715, 12851.846723465715, 12851.846723465715, 12851.846723465715, 12851.846723465715, 12851.846723465715, 12851.846723465715, 9606.433477081393, 9606.433477081393, 12036.555575755696, 13404.039161319824, 12036.555575755696, 13404.039161319824, 12036.555575755696]"
zsnFmokQaDzgewioP,75,"[1006, 4, 4, 31, 7, 4, 5, 2, 70, 1, 3, 0, 9, 29, 71, 9, 69, 21, 45, 52, 2, 4, 7, 7, 7, 7, 2, 6, 7, 1, 5, 2, 40, 8, 4, 1, 13, 6, 5, 0, 4, 5, 5, 17, 8, 3, 8, 4, 6, 7, 4, 2, 5, 6, 4, 6, 11, 34, 7, 30, 0, 11, 0, 2, 4, 21, 8, 2, 2, 2, 3, 3, 14, 28]","[0, 5.342105263157895, 5.342105263157895, 5.342105263157895, 8.5, 8.5, 8.5, 7.425, 7.6499999999999995, 8.357142857142858, 8.775, 9.75, 9.75, 9.5, 10.5, 7.342105263157895, 7.578947368421052, 11.274999999999999, 10.175, 7.894736842105264, 11.0, 10.725, 11.399999999999999, 11.0, 11.7, 11.0, 12.0, 12.0, 11.0, 10.214285714285715, 10.214285714285715, 11.142857142857142, 11.142857142857142, 11.0, 11.0, 11.0, 12.0, 11.274999999999999, 12.299999999999999, 12.0, 12.0, 12.0, 12.299999999999999, 12.0, 10.725, 10.45, 10.45, 10.725, 10.725, 11.0, 12.0, 12.0, 12.299999999999999, 12.299999999999999, 12.0, 12.0, 11.7, 12.299999999999999, 12.35, 11.399999999999999, 12.899999999999999, 12.899999999999999, 13.975, 13.975, 13.975, 12.899999999999999, 16.099999999999998, 14.95, 14.95, 14.95, 14.95, 14.95, 14.95, 14.625, 15.275]","[0, 791.7610745354916, 791.7610745354916, 791.7610745354916, 1512.338021078536, 1512.338021078536, 1512.338021078536, 1266.6801146038385, 1315.7340783383263, 1515.4159542105838, 1538.1471935237423, 1774.3310882088983, 1774.3310882088983, 1722.6523240171591, 1943.5263754543284, 1193.869911871421, 1237.8006598480124, 2163.498428942538, 1920.1379667013885, 1329.5786268921356, 2103.9444254918285, 2037.8333710587779, 2228.3897218326756, 2103.9444254918285, 2294.8035615441954, 2103.9444254918285, 2376.8926306099265, 2376.8926306099265, 2110.730174578086, 2010.088772775245, 2010.088772775245, 2268.769564816073, 2268.769564816073, 2110.730174578086, 2110.730174578086, 2110.730174578086, 2376.8926306099265, 2170.3591876214587, 2451.6630365791784, 2376.8926306099265, 2376.8926306099265, 2376.8926306099265, 2451.6630365791784, 2376.8926306099265, 2037.8333710587779, 1972.0335874230473, 1972.0335874230473, 2037.8333710587779, 2037.8333710587779, 2103.9444254918285, 2376.8926306099265, 2376.8926306099265, 2451.6630365791784, 2451.6630365791784, 2376.8926306099265, 2376.8926306099265, 2302.465321542553, 2451.6630365791784, 2506.3294385541335, 2235.9624445815234, 2594.614035946336, 2594.614035946336, 2907.1460865405757, 2907.1460865405757, 2907.1460865405757, 2602.200692847508, 3508.500598441777, 3162.073018343535, 3162.073018343535, 3162.073018343535, 3162.073018343535, 3153.649800527902, 3162.073018343535, 3101.4760272381, 3239.31940622646]"
eTChrfmYvkwj58KNH,8,"[1000, 0, 5, 1, 3, 74, 13]","[0, 3.625, 3.625, 5.8, 6.105263157894737, 5.342105263157895, 6.642857142857143, 7.105263157894737]","[0, 511.47446719833437, 511.47446719833437, 925.7514102261133, 939.6724840641, 787.8700251296198, 1157.3228737529082, 1144.919724114627]"
GGsRz4pWx9obYvWs2,12,"[1002, 36, 4, 3, 83, 75, 2, 29, 7, 26, 4]","[0, 5.342105263157895, 7.6499999999999995, 6.8, 7.6499999999999995, 12.30952380952381, 14.25, 15.545454545454545, 15.272727272727273, 16.545454545454547, 15.545454545454545, 14.25]","[0, 791.7610745354916, 1315.7340783383263, 1124.671969403862, 1315.7340783383263, 2517.9642724393293, 3137.7080170620957, 3526.6800852929337, 3449.9733232721114, 3839.000151809738, 3519.167414610812, 3131.0239497640314]"
D5NBoJpfSczwijcLA,17,"[1511, 0, 0, 0, 0, 0, 0, 131, 0, 5, 53, 12, 4, 5, 2, 2]","[0, 25.603448275862068, 25.603448275862068, 25.603448275862068, 25.603448275862068, 25.603448275862068, 25.603448275862068, 25.603448275862068, 31.5, 31.5, 33.25, 33.480000000000004, 34.199999999999996, 36.1, 36.1, 34.199999999999996, 36.1]","[0, 8394.17472495042, 8394.17472495042, 8394.17472495042, 8394.17472495042, 8394.17472495042, 8394.17472495042, 8394.17472495042, 10772.776301845613, 10772.776301845613, 11631.459948137599, 10604.852112516848, 10883.733298996578, 11755.556896590622, 11755.556896590622, 10883.733298996578, 11755.556896590622]"
cEvfMQNZaAjJNzoPh,20,"[1015, 19, 35, 78, 1, 57, 2, 11, 33, 6, 18, 3, 31, 31, 26, 27, 6, 2, 28]","[0, 6.4, 6.4, 8.325000000000001, 13.095238095238095, 13.75, 18.0, 16.5, 15.95, 18.0, 17.714285714285715, 17.714285714285715, 19.19047619047619, 15.675, 19.19047619047619, 15.714285714285715, 17.714285714285715, 19.19047619047619, 17.714285714285715, 17.142857142857142]","[0, 1040.6780020327226, 1040.6780020327226, 1453.9501492603947, 2699.9001315937526, 2746.30466510552, 3859.453277649269, 3427.274915829168, 3292.1526676466246, 4020.301488917494, 3940.8689869076425, 3932.950071438944, 4389.807908020236, 3214.252881001683, 4389.807908020236, 3355.2767433913805, 3932.950071438944, 4389.807908020236, 3932.950071438944, 3774.686336315303]"
8CRSMarakcgQF5YBw,8,"[1376, 0, 20, 13, 12, 20, 32]","[0, 25.26086956521739, 25.26086956521739, 25.083333333333336, 25.869565217391305, 26.47826086956522, 28.369565217391305, 31.652173913043477]","[0, 6701.385989391538, 6701.385989391538, 6890.269015157658, 6900.700688883536, 7091.4336517918255, 7813.580986775378, 9038.442716088783]"
wRbSmBwPs5mjHbeqy,17,"[1005, 8, 5, 13, 35, 73, 16, 5, 16, 17, 5, 15, 34, 3, 2, 28]","[0, 6.315789473684211, 6.315789473684211, 6.315789473684211, 5.342105263157895, 7.6499999999999995, 12.857142857142858, 13.714285714285714, 14.0, 14.57142857142857, 14.0, 14.0, 12.925, 13.975, 15.049999999999999, 15.049999999999999, 12.925]","[0, 976.7611722518296, 976.7611722518296, 976.7611722518296, 791.7610745354916, 1315.7340783383263, 2682.3037774022096, 2892.9802279090163, 2968.9343166723693, 3129.3195369869727, 2976.6398950821126, 2976.6398950821126, 2561.24178337188, 2907.1460865405757, 3234.930606153863, 3234.930606153863, 2568.082713336974]"
NtdKTvDeqQupvqZzQ,49,"[988, 2, 17, 5, 42, 27, 2, 37, 31, 46, 18, 26, 15, 1, 4, 36, 7, 44, 6, 6, 109, 43, 108, 4, 1, 50, 7, 35, 51, 0, 2, 7, 0, 4, 36, 1, 5, 14, 3, 7, 1, 27, 4, 12, 4, 5, 48, 49]","[0, 6.2, 6.4, 6.105263157894737, 5.342105263157895, 9.0, 11.142857142857142, 11.142857142857142, 6.4, 5.342105263157895, 9.9, 8.5, 6.4, 6.8, 6.8, 7.6499999999999995, 9.952380952380953, 9.952380952380953, 7.6499999999999995, 7.6499999999999995, 7.6499999999999995, 13.90909090909091, 12.782608695652176, 16.12, 16.12, 16.791666666666668, 17.604166666666668, 17.604166666666668, 17.0625, 15.979166666666668, 15.979166666666668, 15.979166666666668, 16.108695652173914, 16.108695652173914, 16.108695652173914, 16.520833333333332, 16.520833333333332, 16.520833333333332, 17.239130434782606, 17.239130434782606, 17.239130434782606, 17.239130434782606, 16.673913043478258, 16.673913043478258, 16.673913043478258, 16.673913043478258, 16.673913043478258, 17.0625, 15.979166666666668]","[0, 1003.6440462678811, 1045.2538905383217, 939.6724840641, 791.7610745354916, 1626.0393095176828, 2246.191707392429, 2246.191707392429, 1040.6780020327226, 791.7610745354916, 1841.4, 1512.338021078536, 1049.750194326861, 1129.2123890719736, 1129.2123890719736, 1320.9384514593282, 1931.9049764657896, 1931.9049764657896, 1315.7340783383263, 1315.7340783383263, 1315.7340783383263, 3070.0563461006336, 2875.0549706906345, 4121.254953647233, 4121.254953647233, 4180.000912416328, 4442.351984581476, 4442.351984581476, 4272.8393665357335, 3953.254134602762, 3953.254134602762, 3953.254134602762, 3861.1836850844975, 3861.1836850844975, 3861.1836850844975, 4120.862142666585, 4120.862142666585, 4129.065712520382, 4192.14192199484, 4183.8130332126075, 4192.14192199484, 4192.14192199484, 4022.0117716806913, 4022.0117716806913, 4030.298852908629, 4030.298852908629, 4030.298852908629, 4272.8393665357335, 3953.254134602762]"
RymvEvYtasm3cWMhM,3,"[284, 1]","[0, 1.25, 1.5]","[0, 22.5, 28.52932501298081]"
mK95ufzKhj2YQCcbx,29,"[1017, 34, 1, 1, 3, 0, 43, 7, 68, 99, 40, 1, 4, 78, 1, 3, 23, 158, 0, 4, 2, 4, 37, 129, 2, 23, 1, 86]","[0, 6.4, 8.325000000000001, 8.325000000000001, 8.325000000000001, 7.928571428571429, 7.928571428571429, 10.476190476190476, 10.714285714285714, 13.152173913043478, 11.304347826086955, 16.25, 16.25, 16.25, 17.16, 17.16, 17.875, 20.416666666666664, 23.25, 23.25, 23.25, 24.111111111111114, 24.111111111111114, 25.666666666666664, 31.607142857142858, 31.607142857142858, 32.410714285714285, 32.410714285714285, 34.285714285714285]","[0, 1040.6780020327226, 1453.9501492603947, 1453.9501492603947, 1453.9501492603947, 1432.463201241768, 1432.463201241768, 2035.213533692344, 2093.7557485016805, 2951.308851386722, 2421.7434594134174, 3736.6053772382265, 3736.6053772382265, 3745.1974222851572, 4455.590920436544, 4455.590920436544, 4519.102633118206, 5377.097051059205, 7158.640331478923, 7158.640331478923, 7158.640331478923, 7247.0186071761955, 7255.849497296057, 7832.457538798144, 10465.722624066402, 10465.722624066402, 10798.351981182312, 10798.351981182312, 11529.178127446392]"
wdjDHhWHkpWkr4DsL,23,"[1019, 78, 1, 99, 33, 2, 34, 33, 3, 0, 3, 39, 1, 87, 4, 4, 10, 55, 4, 52, 102, 1]","[0, 7.2, 11.5, 12.857142857142858, 5.342105263157895, 8.052631578947368, 8.052631578947368, 5.342105263157895, 8.052631578947368, 8.052631578947368, 8.052631578947368, 8.052631578947368, 9.761904761904761, 10.25, 15.42857142857143, 15.42857142857143, 15.42857142857143, 16.0, 15.785714285714285, 15.785714285714285, 12.649999999999999, 14.999999999999998, 15.714285714285715]","[0, 1212.5757077256278, 2385.3101420582234, 2666.806370002983, 791.7610745354916, 1337.2251975852319, 1337.2251975852319, 791.7610745354916, 1337.2251975852319, 1337.2251975852319, 1337.2251975852319, 1337.2251975852319, 1867.1368278174232, 1897.2519379435112, 3352.6866217957436, 3344.995055441643, 3352.6866217957436, 3492.56679769283, 3492.8263518895, 3492.8263518895, 2493.1140186109815, 3330.320625008783, 3383.1828571517804]"
eDH9hsF8xL5a8xuey,20,"[1007, 33, 7, 27, 31, 1, 54, 0, 28, 0, 28, 0, 33, 17, 4, 8, 58, 9, 42]","[0, 5.342105263157895, 6.947368421052632, 7.157894736842105, 7.6499999999999995, 5.342105263157895, 5.444444444444445, 6.105263157894737, 6.105263157894737, 6.947368421052632, 6.947368421052632, 5.342105263157895, 5.342105263157895, 7.815789473684211, 8.289473684210526, 8.289473684210526, 8.052631578947368, 10.5, 10.5, 12.0]","[0, 791.7610745354916, 1103.4599909434528, 1141.5843298460254, 1310.4436786357498, 791.7610745354916, 775.8931838580932, 939.6724840641, 939.6724840641, 1103.4599909434528, 1103.4599909434528, 791.7610745354916, 791.7610745354916, 1292.676373502117, 1387.358129612349, 1387.358129612349, 1337.2251975852319, 1955.9778101731195, 1955.9778101731195, 2301.234272200354]"
sqyX5RETWjGzyj8hS,5,"[1236, 175, 0, 91]","[0, 16.391304347826086, 16.391304347826086, 16.391304347826086, 19.782608695652176]","[0, 3937.311162662484, 3937.311162662484, 3937.311162662484, 4944.277721628555]"
JkabbCqMgDipY3Rxu,48,"[1021, 23, 33, 45, 13, 65, 5, 4, 2, 33, 15, 2, 13, 2, 5, 2, 4, 39, 26, 0, 26, 6, 4, 4, 5, 3, 4, 51, 0, 7, 13, 4, 4, 4, 8, 13, 4, 27, 4, 4, 4, 4, 12, 13, 4, 1, 1]","[0, 7.2, 5.342105263157895, 6.947368421052632, 8.0, 9.225, 6.947368421052632, 8.052631578947368, 6.947368421052632, 7.815789473684211, 8.325000000000001, 8.775, 9.0, 8.775, 8.549999999999999, 8.1, 8.325000000000001, 8.325000000000001, 7.815789473684211, 8.526315789473683, 8.526315789473683, 7.815789473684211, 7.815789473684211, 7.815789473684211, 7.815789473684211, 7.157894736842105, 7.157894736842105, 7.157894736842105, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 9.9, 8.8, 8.8, 8.8, 9.0, 10.125, 10.125, 10.125]","[0, 1212.5757077256278, 791.7610745354916, 1108.0083201446716, 1377.5433547690488, 1655.9328151143766, 1103.4599909434528, 1337.2251975852319, 1108.0083201446716, 1292.676373502117, 1464.5055828062677, 1559.7492957370705, 1610.3504253764434, 1559.7492957370705, 1509.3864114880214, 1414.6541992803839, 1464.5055828062677, 1464.5055828062677, 1292.676373502117, 1426.996933315559, 1426.996933315559, 1292.676373502117, 1292.676373502117, 1292.676373502117, 1287.3699894340284, 1141.5843298460254, 1141.5843298460254, 1141.5843298460254, 1788.2938460413673, 1788.2938460413673, 1788.2938460413673, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1799.1944158335061, 1539.4893393124996, 1539.4893393124996, 1539.4893393124996, 1583.9213591532869, 1845.5512265134278, 1845.5512265134278, 1845.5512265134278]"
RZ8Tf8Tah4o8n7dRS,4,"[1020, 4, 0]","[0, 7.342105263157895, 7.342105263157895, 7.342105263157895]","[0, 1193.869911871421, 1199.1193892277622, 1199.1193892277622]"
xJaj4XB6jSEvdb3iQ,24,"[1019, 2, 37, 93, 6, 2, 22, 16, 43, 2, 6, 15, 66, 4, 53, 0, 4, 2, 10, 1, 82, 133, 7]","[0, 7.2, 6.4, 8.325000000000001, 12.75, 12.75, 12.75, 12.75, 13.25, 12.500000000000002, 12.500000000000002, 12.833333333333334, 13.095238095238095, 17.142857142857142, 15.714285714285715, 16.75, 16.75, 18.545454545454547, 18.545454545454547, 18.26086956521739, 18.818181818181817, 26.41304347826087, 30.0, 30.3]","[0, 1212.5757077256278, 1040.6780020327226, 1453.9501492603947, 2724.6648410791117, 2724.6648410791117, 2724.6648410791117, 2724.6648410791117, 2865.993975396047, 2657.7141920376007, 2657.7141920376007, 2639.052725930995, 2706.8094401908675, 3798.344607136835, 3376.3063174549648, 3790.7489950567656, 3790.7489950567656, 4339.819290033976, 4339.819290033976, 4414.403989367183, 4419.15418289934, 7155.630367224981, 8941.453334198795, 9050.737926700593]"
