id,chain_length,derivation_chain
zKSBJt3T8bbrTWjzi,36,zKSBJt3T8bbrTWjzi -> juoYNZABNvRSZLvpm -> zDYkLTFoFrB2YatFh -> C8iGWoP4fSugx9k5Y -> wkavgJQ7MtSCcWmiL -> paXyw3W39Z4JfKnxk -> w8uRvmrRJiKrd7dK5 -> QvKQNobemXv8akNkC -> RqbddtGLdrFvZGvCo -> Bg2W8xe9YyHMeXo7Q -> KWgRb6c9cwgcbSWKt -> qwyMsrPwYorAm7JSK -> Li4YNSTaiok2ogpti -> jppqTRPpz5gfR54nh -> 4QeDJS2CMFxAu9DEG -> vtbNsTvWBjX7Jwdkx -> PH9ZR7vcTrgWE9PBY -> Mb5BHE57pgTR7PnMk -> LpwPvXmBrfsz8QaHB -> wzByQn74xGT5byJrC -> XqqQaeE7Bz33oWaQY -> ijxwRfYLB8oyqBgt5 -> H2SS6MjhuCzPMQLCw -> Q8ej4YBFbyZ5Jq3td -> T9LqFCbLN6AbYx97i -> AGYc86gydAfmT4upP -> orfhMfuxhrN6ynSdC -> g5WygDDRniSEJb9Sd -> tG2g37SewxzPSXLbB -> jN6v8oDoeqkjmdN3C -> 6NmZatEnnnBGGcf7y -> Ph7sSetDd4AqATSSj -> wteugrDtg7LJAymHX -> DnbfAP5iKSZg7FvCX -> xScLWzN644GBBvXJ8 -> dkZH6HJNQNLLDX6Aj
cNHeriYCL2nC4bTMF,16,cNHeriYCL2nC4bTMF -> XvwoBMjLiC3qWJRBL -> kcdADjqrox9CLrLS2 -> SRRyadbSoMd2Zjc6M -> Powpw8nZPYRcvvyQH -> 2jRoBCcDDxidXTnFM -> k2Nah3P7ukBro5tBY -> NNzNCW25zujqX3wHi -> 9gnsfzGcQHf9hCXhR -> q8oxp7saJzgYP5hfp -> zdJmd4tdSmWKjExb5 -> DhzK9e7EuKpPsAm2z -> DBzcZcfaZb34rx7Na -> XeExpkibB2eS3JX7B -> buEcFhDRsJPkPDMwb -> dkZH6HJNQNLLDX6Aj
9LeaEAnGF9Zej8WCs,14,9LeaEAnGF9Zej8WCs -> vYLNKDZcq2uGTkDjb -> iauqCnxoksPrYsRFh -> CoS7tAqoh3qSGpu9n -> YZYhktuZW5sKvT8b7 -> XeLcvXQipCQ62Esbr -> KP3tjhFmqyBZDG6Bj -> y3stfWcQhC9AzueE9 -> PWCWavPG9yZM2GLzM -> tj27sZQRniryu9RZN -> ALyKZ6goLcssiGfPW -> 2HSxBMy673nEBTjvn -> x85qj37mcXkqisMaw -> fQfMtSKFcpNi8HGAp
BcmKHDkMRdzvpH3hd,7,BcmKHDkMRdzvpH3hd -> ZhSh8CQ6Zo7s7nN3F -> BLsWrQuDnv7bHh6gM -> NLdmiq5AcPrQoae5i -> uME7sjzrt49ABqE5G -> q7D4QtMnEWgCkoSNv -> dkZH6HJNQNLLDX6Aj
fLdqmcFWNpXufrnWW,2,fLdqmcFWNpXufrnWW -> WrqRuDcEozJG2eyoz
Xea5tv3iC94tkoThr,17,Xea5tv3iC94tkoThr -> ErKB2iZdmaMQY7d3f -> 5Be2m2Di2Sgdxp6EQ -> 3T2M6PupR7TeGJ5LS -> fjJi4erfbtHXjJ5oC -> LgeN92ALRmLT926rh -> ME3zooXRKgRDSokLA -> iMci5bvhqdY4ok4Wk -> vDTeQSDS8c6Ny8vQF -> sAeqmkrq3kHk3JHp8 -> FAZTQeYJbB8CDw8HE -> H5xkCdnPq7kTFwj5N -> 4uYDHXBKquxF5yfkN -> yPhKJy4Djiog36ijd -> 5qyYqPCGko5GMcqfx -> ZwJF2Kcw25zTLBtFo -> dkZH6HJNQNLLDX6Aj
D4XJSYtsatHhycBH6,70,D4XJSYtsatHhycBH6 -> F4Fd5i4RmKT7xSvmZ -> vfqqJd6mfcPQhuFGp -> bn36YdmvneCXvR7qt -> TRMYmZfF9ksAGdFae -> 83LcNKtDAXWC5EB34 -> PCydBNrjFy7keLKnq -> MsDZmMY6dpPaJzZ3B -> rAxyDwJLf8DTgjRte -> up8HjitdJoiZEkL9x -> FT925TBBrCuoPKe3d -> bavfLivBJ6BodpsAv -> jqDoDETwpQQr7Br5x -> hcrXhDAwXPHDkyTaW -> eq76EjgetknXxuvwD -> daz2o9b8LK2LtAcac -> YJXGuqWESXuAybyfb -> 7GW9LMp7SdeHLdxer -> mk9RmWPM8T94w7K4c -> Dotnp59bYq626LKh2 -> kByNB3BiD7bZa4deN -> 9ZJJ4w7B5PpQdj8fZ -> 4Nw5zGBNd9ydNGEkh -> n5EfEPMfoT7xx9bw6 -> mJQYjk3kewGQNoQL5 -> QwcaXEMBWqutr62bm -> QEgLLwbkXFSfv9BSh -> H26PhsP9285XKMxRf -> uoJyYjZpWaJw6Nj5J -> XmxCYwwZg9MHjnMwu -> dPGFNKwmX9iEZmXeC -> dCQa6oyJZ4wyBbGpa -> xpPyFoAqJDTA6Nhjs -> LJunW3RpbfzsrXdHD -> gtp4f9anFcqmN5YdJ -> Pcg27cQJKHJGHGMji -> QDLYqDrPYnTALsJLs -> ci2gMjNZmyyBxzwjm -> f79mwqJHZ5fxquXPi -> 5vhwJGMmFdFacSPbL -> rfwK63Nj8LjMdCgeP -> 96PQ3XTKBQRFuAagj -> sCwbnYSHAkasTvLe8 -> db38HQZsBrR9XpTSG -> xEpCKng3D7nvNkqnu -> CmkdJgLcomfXR3mdm -> GL26M4XQ6jYAyuZzx -> EvtnTXxTJ9zvfXE9p -> 2t5stWRjrLLBHSg33 -> SQKG25ewizCe64WTQ -> 7PtYz8AhoDtzQWkK3 -> 7zLQbbyGXTzZ2pJwG -> gb565AyYsfbsr7bHg -> cGXWbBmMXJkaw5J5k -> JuN9AXkfxfmkyPpK9 -> Z5FJn8LeHYfs9uAck -> RTfCd5PBWBq6rDaJ7 -> Kd9PRfdvJ3k5YwSmw -> R7ygg3hiWAoAivQ9G -> ctBqug53EeGuky5Jo -> RLb6QmFTuXq3oeCQv -> Jnrp45d2QPRTrKxGw -> 7zsSaW5qBwhdHGbfc -> h7RDHxz56F33k99td -> QLLyLD9Lo47njJreB -> audAQSPLy5rtuASvD -> GuWa5wKDi2bh6G9Ln -> QYAFQucnjoXrec9eK -> 8M44LwcARyQiuBjCb -> dkZH6HJNQNLLDX6Aj
pwACnS5SEsHPerwgJ,2,pwACnS5SEsHPerwgJ -> 3PsfyZNMg33StEkPP
JHmnQAFgMoEqFseGT,10,JHmnQAFgMoEqFseGT -> YxEEYp49kAWpKv833 -> 39FZ5Ep7yfZJdwozY -> pKZkzWmt3WrTBEuf4 -> onJoLtHkYCesw7wpG -> WgMy9HzgxnSmJXgTP -> cvXEm46o7wPWiD6rZ -> wzJLpZcvr5wGEt3EG -> btkxoPido26hgPKYL -> hJRP5Mzw6EgEzpybg
9txtFEveGRsmwXh4E,8,9txtFEveGRsmwXh4E -> JkroAbkhfJMugf2qv -> WXoto3eYeFgsSuGu9 -> 57LFtJwM8ackDKBit -> TK3X5sepM7MmNf8zy -> nq4rTusPFENybayH3 -> LGuX9nmswroNHJ7ow -> dkZH6HJNQNLLDX6Aj
cwT4jhTWPrjDcb59M,3,cwT4jhTWPrjDcb59M -> dEwcj63wMM8jpe3e3 -> dkZH6HJNQNLLDX6Aj
phbf84C6yXnn27kee,2,phbf84C6yXnn27kee -> upMiniYW7N4ffuqKy
L4E9RfJCzm4EQLS9f,17,L4E9RfJCzm4EQLS9f -> oKRDYS63qrB3zcj3H -> qi86jHja9DQvskk4e -> RmPc7CMLRrzpJNLjB -> yXfXC9wK8CXcSWzEn -> tBahFXyziY6bkmh6S -> ADdeHTGxyLZH4xuwp -> uammiLbEoEcABFf6q -> rWRxNEmwsPCAk57Qg -> 3orJABrt2vn85Jcoo -> LgsQ9JMJzGw43rXnj -> w8fwkXYaCMdWqax3D -> HKtfeMxqdnFAjRiss -> fc9EbvYLjEbfxQesS -> 4T6TXBKeSAGZeEkAi -> EbX5y4qa8xK8xucSi -> fQfMtSKFcpNi8HGAp
qfbtYANpWm5fqp37Q,2,qfbtYANpWm5fqp37Q -> dkZH6HJNQNLLDX6Aj
G2tvw4rTr8SpHAmCP,21,G2tvw4rTr8SpHAmCP -> dpGB46DnRsQAgDdDf -> jwepfyEfYtGx9WpEp -> bLrqavGs963zrX54B -> DHsTysfoCAZo87NHs -> XpFKHvGbvq2PQZwtE -> gZt26wDYYSykFSGj2 -> 9id5JQj3LL5s5J8nb -> rjBWTRHL4MY7Thhn9 -> JZKFSJMz68o7xSBbo -> tDYD6XqAm8vKWgYWo -> MH2vWggzsEeCzqPsk -> cATJyxXhouv4AWaup -> 3GFdSLny4ASDED3so -> b4a75tgjfMvooszJL -> xrzdzeGZYALcW6hFe -> ofywxv4RsXHLnkG5z -> tBSSB8xmkbHCsFsNp -> bvkNTNs4m7ANg2n3A -> tWq8XXKFY72tmhH9D -> dkZH6HJNQNLLDX6Aj
tks8HDYMgMYDxX7yc,2,tks8HDYMgMYDxX7yc -> aocaxMwJoLBkX2BQu
6udJcmFuMNZmxiHPi,2,6udJcmFuMNZmxiHPi -> dkZH6HJNQNLLDX6Aj
NAxmCoKNE5BgLAgSn,2,NAxmCoKNE5BgLAgSn -> dkZH6HJNQNLLDX6Aj
6s4vPv4xykt3Z2R5r,2,6s4vPv4xykt3Z2R5r -> dkZH6HJNQNLLDX6Aj
CE59JEs6SdyRhb7bG,2,CE59JEs6SdyRhb7bG -> ddbcabePmSPma8e9A
3K34CHekpjXmiCNkS,3,3K34CHekpjXmiCNkS -> cPNDwfYvgPQi62KLh -> dkZH6HJNQNLLDX6Aj
qWgzr98uymWFBCQnq,51,qWgzr98uymWFBCQnq -> DsdeAZMHpLhuMrucd -> b4TNr4Q9LhJWH8TN6 -> SKnYctXQhkmod6qeC -> 8sptG3XoXcnH25c9Z -> X3AtQprffi98ceFP8 -> TFYp9TaizeYCcMab8 -> 6nA2ehZCiCQM3SG7b -> Ft8Qhv35H3eatHxqo -> 589TFh2XWb6YYCn8k -> kfLdQ6MszAkw66Lvg -> 2Bm6AR9iCbfCo6AJz -> pMx8g5xD3KtChpTRn -> QvGmLhAJuxac48Rvn -> 7W8i3muMtwcsxomfq -> yQkyPKpewJ6YqL2wT -> uR9NQ8meu2fPWCsdE -> 2L5s4puChofJ4bQ66 -> xxushckt5X4SBnuiy -> ftpjdYxkPRY9a33AX -> E7rf7jEWmtgfsP9yq -> aNyr8fGeQQ6ZATva6 -> YseH4HLShb3hdxQTq -> Aat8sktErdPZtd2wS -> E8MavuMhrs24sLK3Y -> 3RebfwqG7drFa24qw -> pCXv7gboKGJaFiz2S -> rea7XjfYqLkMr9Ksx -> wosk5bybu6ZeMHjRR -> S6gkyMx6cjJ5dtHk9 -> q9oY2CTDF8pSqJfqx -> E5QGbhdyTzka2yvr3 -> xCXKJgxNHf6Svpjjw -> vnazZY56o8Fha5yfA -> jinYjeHX3t4XmH7sR -> 3QmJvDEGypKu7hKiN -> uRMAWWvuSbjtmJgx9 -> zdMYAn6YmJPfmGhxX -> kfZZjuNbB3z7DREBh -> BjXCiGRPtPwhSx9oF -> zb8wLTbHQM9F4RDQW -> GbCCBFuvRkig7cR9J -> 3eP9ELmxNenRoweQC -> oKGNNty7jCtL8ArBh -> giYbt4gYQCKmqAtQw -> FbKpYHjMc63R5jFr4 -> ea4RL2AJonfXcsRtP -> tBu9Faqo5aRk5Hqt8 -> htj2iHDcwRSxMLuEe -> 3TxDfT3hzHLf5CLyr -> dkZH6HJNQNLLDX6Aj
f4SJhKW6vHmqBy327,28,f4SJhKW6vHmqBy327 -> MsTyzDjQA9S5TXWvn -> txa4nm6YGcHjtRw6Y -> EmYPu7jKz7BKT8Gkg -> 775L79tM7xjStEGWg -> xmqeAAL5xGGPXzPTA -> nK3HvtJGJxgAWbSkM -> DcNkrffPKEoapKQaj -> fyLWcyvTR5LvStEdG -> 9ckcg3rCTSq4Drgob -> ofr38iE7bBFvvoNrS -> XwbAjuLBpqtJSikLM -> ovrxQzFp62X2nLEei -> ozgiWocBgtzvG5ce6 -> guHK8niDJb3R7GqfQ -> Xvx8r64HYC8QAyEtZ -> FuvTwNS63riEKWsjj -> ETfFyBbZMiRgsJEsP -> XptG6dWaH26gJe7SX -> namB7boktJJKAEjjR -> 7cSMoSCHuASuBFcaY -> nM9ZjFWvAqDhxBpFH -> sox7BnP4N76fLPd98 -> BiAt7a4kP9iqnS2w2 -> cy5P7HZh59Htcddx5 -> GFn2gf73izcSxKi5e -> C927HsFuLeqBpc9Y2 -> dkZH6HJNQNLLDX6Aj
E5BRdzMbWDbj7BonD,22,E5BRdzMbWDbj7BonD -> vzTteZBWQqzQ8m4Pf -> v5XFP8uAM9JsWQmY2 -> BaEfQKFniNPDKgTdt -> DiGCeYb9Rdt78bdXi -> 5PW9nqMqNQA7Lf4g8 -> j5QEL82j2dRskZtZb -> yPCjA2NiLKCKQwvYE -> scm8TvwaejvBGBhbt -> Hv27qgfZ7GLvmtm3M -> 5FFbNixLcsEgh9Jm5 -> 8BJCMGAangAzQJ6Zg -> HidDumxRPCoZZMzqQ -> zrPdEKCW4gWXpHhry -> c9xoqrmEJYAXgTtAX -> PCePC5h7nRxtrKETy -> tf3HqhNPfwodWozTA -> bBFpEELBCfXbrxY6p -> QaQ9CfDhDHXd7ohKR -> mScKXaR2YsHDvtN7v -> guyHdy3jZ3Dyt7fAZ -> dkZH6HJNQNLLDX6Aj
WXoDZxHs6Rc8a48FJ,2,WXoDZxHs6Rc8a48FJ -> dkZH6HJNQNLLDX6Aj
iDbhFQY4pe4dKRmF7,35,iDbhFQY4pe4dKRmF7 -> rhwHMxwg8TA5JyYAa -> NkNTfa38AmRa6azJo -> yTgZCPdikkXbBru4J -> JeBjhH7DxguKGxPex -> giXBwGggaHgeMg8MS -> DMxcohkAC3v7qcArj -> zdR3N24L53Str8gi5 -> sqtzzXcZtueTqyBTi -> 6qf2c5yiCzGT8vDPi -> h5Nk3yiJ3qWArcjqb -> ZdGkXSZBnNASEtfPM -> jnBCGpi7xJJDy8k8w -> QyohMSoL9wz6AMpCE -> GjQo7kNvbMnAW9bkf -> TvpTipjX47mnGPnDd -> c4eja4HH9zYriwcZp -> LoWcTrE7Pz9QiJwXP -> LhLN2PhQ8JrYB5LrC -> nSgTa2Fua6B3uQdmi -> LLphTynqCtBRBdNY8 -> dhApRNH2J5u2PCASF -> AMF47RF6ZrDoCGScJ -> SyttMo3RDSRpYJHsQ -> Gd5xNR8p2CMi5xGqB -> f7jHbynqtRzjztLf8 -> Sv6NCsSgPXfCBfo5c -> v8dfiKmHMxHPC3wga -> FB8rK5HaPt6mGar8h -> XYnEdkdt3QqtLDpK7 -> ix9LYo2LsdoFwHz9m -> jZZuFSpBBEu2kj7MR -> MARAnRwL5suuiQCwS -> uqsjYv55j9qES24jw -> dkZH6HJNQNLLDX6Aj
epveZtGH5La6i8JxP,19,epveZtGH5La6i8JxP -> ZYt2bMuzLwxy8rj96 -> W4Wwfm5znDmXTvQRn -> aSQdug4k8ThK4KmFa -> caPQATNcmtbNSvRrj -> oGSM4sxjcm7Lvgmzr -> m33hNJbnwAJrE9ciD -> BwGcdgg6wKyXGd49p -> 3pvZy5zTGqTtpARca -> ZMEdt3w9c7uDST3bv -> Wad37cEMmWMKwDJA2 -> uBph9KHqdRSDse6pu -> NGxdKmDSmPKXDnifn -> hJMW27wTWS7wxdZWB -> Tetvnqd3fB2LuXFEk -> yvfafx36eMApoz5uM -> LgLrNpTepqsoffuBz -> Zf9PYfYjEeojWWBPX -> WhsdfSEhYgY8kKiuu
MdczquGbbQb8Fc32z,5,MdczquGbbQb8Fc32z -> jKD9Yw53CjfQhjzWi -> bPmRpgv7JFAphPWHd -> TZmJkhaAZWrT9Smzv -> fQfMtSKFcpNi8HGAp
j7rvac3iTHcBjKZY7,8,j7rvac3iTHcBjKZY7 -> CpuXjMpipRxXiAFRH -> hN5n4aKdxnmxDFRTt -> iWScSiTq3NX8t3Xef -> jxkDiuvEX5vJ76uv5 -> XEeQj7Ke5HGSFdhxv -> WMmGioSGYLpfcEMqd -> dkZH6HJNQNLLDX6Aj
nPBycQSEHANawRnKr,25,nPBycQSEHANawRnKr -> ydK27cPwWwEfdYYdv -> ZztaGKER5foyCeyzD -> RnqwJ2gpi3ENFrdDF -> 2YmHBswFQJeP6wCSs -> AHmPK5meBh56giTHr -> b34CgTe9sa6voS4Kd -> Ccj3TQXHCBRhFLXhd -> 7RQr2Tn4GoXBXHnm9 -> TipbhucghiBKivmfu -> nyNn2eRb4syTKYzZL -> 47QKYsMsGcAcEYtk6 -> C8h4ySpMZBQRm5KxL -> 4Q6dkRmnE3NkxzFBS -> uKZ4jxcMcLQaFwjNj -> Lnw4pZuxtD8ZkC7o3 -> D8jSCh6jGATKprDJf -> 7QFMKExAnDQ5qj35b -> s9pZGwaJp9GGyspv4 -> rYYsc7egJvKnPE278 -> BN3nHqT7gp6Tqq96h -> DsZ3PBMdJd2YPytF5 -> 8BvGTSs7KfTLRYJBf -> ZRWNj2KummxxoG5BS -> dkZH6HJNQNLLDX6Aj
9dpNf6aXsBR4YEEia,2,9dpNf6aXsBR4YEEia -> aocaxMwJoLBkX2BQu
wR4Q9oXbjF7B7HRMu,2,wR4Q9oXbjF7B7HRMu -> JHchSJeYvLBq2nAbJ
MjQFZHYRXLhGh7SmX,52,MjQFZHYRXLhGh7SmX -> bvMEpPyWLi68Y5eKk -> pY3mLGhSE34N4fwEE -> hwvetYLorZGfcCdBc -> RkFQpgSvqgHXWHGkR -> bTd7SjGx8a2ttMLzZ -> 4DtFFzjx7e9WLqepK -> AHhMv3DAqM4eeS6gq -> KigGnYpSmzM8EW5xG -> JmzJ943AM2NY5b3Lo -> gqpNPuyWBExPqmwF7 -> bHCZo28323dgjgdqa -> mCHsP64egnw8Qk7js -> HrH9942d3uHCpM8As -> CEKSf8X5uTvL7qBxz -> RBEEHyEo5WsKwhW6Q -> wSgFkHSsKnQuTotWj -> nQ2BQi4dzrRMSsEyX -> 6KABgQETHtRGpvgpy -> KgzYEPALF8PL8777B -> v9KLSWcPRfEugpfCp -> xkT5kPudRttH9nqPw -> axqZiNRpFKytMfPS3 -> 5usvJogNw7vqf4xfA -> t952EqckvhnyHpqPg -> qgWh28GmJftYPvwDN -> ZMvgHEZ4yk8N5omSP -> SjLqMxkpYnvHkgLMy -> rSNzmeQgHGmMvYLtv -> k23uuJnFWMzTtNKr5 -> ZqnTNm32Z3bEv7aYM -> s5CNrT8xye2J8wc2h -> GEcbxaGrXHBacLzSb -> 99fvJNXh2k9Y8LNdG -> EeAjs3LYNFPsSRxwB -> 6tikptyfAQKSSXd2T -> irXADikCf5A9ESnag -> d6pshjHvhebrASX9T -> tKZoXM4isq8XvfHRy -> mRJhnFtmqPs48ysvo -> PRteup2eMXn5aHJcc -> bBydbztrBpZEiyEQB -> LSavTDxz9eP52bEvf -> EuWgDk8Q3g5tf4jPB -> nYMqKDjjJ4z7rq3rL -> rbSdBugFkdhec3hAy -> fZDTHvSrCczpgyHDj -> 8KwiRci8yuyiAAMr6 -> uryuqyYcJdYiEBnfd -> eLkSSgTbMMpBSngzF -> 9evwgcLaAgepy7xAg -> dkZH6HJNQNLLDX6Aj
ZRpZuN5M7daWykwg8,31,ZRpZuN5M7daWykwg8 -> xL24QiPsDsSY4Ldpv -> uH6PLQoqQFEjd85X4 -> T5cPbnKqgEqCFwM4x -> S3yGR8RmNp4vJDWe2 -> a5FKi7n2cFza9igNf -> CWqWzCi7kDR6KTqfk -> LWKQTWADcusH8wYyx -> TLECGoSS3TyhmkiQQ -> rJKpGuntbk4x3kHm3 -> oonzNS3dFBdtDumm5 -> PK3XZzczuyeTkMEk7 -> AzigbBgQPiY668nLG -> j3oZkh3DBeNXphhXu -> RtNyWypxaPj9mdqhX -> QSHXTCaR39YpNQmpT -> hK75drv9jHGSoFqgp -> FtLefvsbZb7SyPcjz -> TW7ep639EJsZnGHsn -> 2u6PmNTPr4DvPycdu -> P3JaCyBKLQKoWEuQq -> tnenxyDY3gBDwfWXt -> vuRaZBkTxzjW3hxMz -> Peas9ZZsffMi66rh2 -> AhwDYSzMAKyt9rxbR -> gm3DvZ5aHEzmnWzxS -> 4btpAvMkgibymonKL -> RvsLJn7j34Xt89LcG -> W27TvNyuoyY2Y4M42 -> 3Hx7hw66Atwm6uKJ4 -> dkZH6HJNQNLLDX6Aj
r3rDbA9dSJmRb8qPF,28,r3rDbA9dSJmRb8qPF -> kFoC6uQhBXF9rfv7M -> uALQvFAgCctHqLGbg -> SxPEYuexDfDHZWShR -> 8CYkiDZe3f9BYYT7M -> RJogLrGo6wvSJGey5 -> omxhgjWJjdLWkY9de -> aCBbrYnmCr94AQrMo -> 5qKrYgjzagBZLQphg -> neXmhrKpEdLqAQD3c -> cvi7xok8AdLgPFdFn -> BYZ78CB2KX5ujc64b -> xFWCghb2neAtSd7qw -> SYPFt2rBZinFesDEB -> wYBKwHcHboB9xKiGF -> sPRTxCcD7SPSqYNfK -> CuRLpeqHECx2H9z6Z -> xKyN3AAJquGr8imEx -> 4ucBffweTEoq9hvxu -> Sq94uAAAoniM8TpSH -> hgdT5T6KhsnfueLxD -> rMg8tiT2B342R2xnw -> v3YGyhyF2Yjt883kX -> FyoiZDazRvu7Ya3Pw -> Lrq8oMN6LD5jTddJr -> fY433k3oabHfNdM7s -> qre8mamcgbo4tdZZb -> dkZH6HJNQNLLDX6Aj
Ld2kH2ihLTQjeGXPT,16,Ld2kH2ihLTQjeGXPT -> DF8vvju9q3nd6b2yD -> sgZq4h5QpphmgNZbg -> rx4WnaLkLrr4A4zm9 -> 3wtN5XLz6Q9btZe7d -> wA5oLmP6uoKixLNGf -> vi2Zrx8YPhic8ME2A -> 8WDKGxb2JkvS2wLeE -> amQASJKuJakDj4EAT -> gTgAwFPyzPXmXGquz -> TKgZA9Dp3qXtBf5GL -> R2PCS6rMhmjv4tQL2 -> mZrM9ettfpp2xXSpt -> 4bGfvGs7oHukomXyg -> fAaLd2r473FGqhdHr -> dkZH6HJNQNLLDX6Aj
w3XCZC8G7HiT5rJ7x,11,w3XCZC8G7HiT5rJ7x -> LoyutWK7EgomnT963 -> PnFfcrGRMNEEXFoZT -> ADqF8y8GCaJAaGq6G -> z5ZH58Dcz3KPomkdS -> 5qSWmoNLEPYyeTK7t -> hfJPvvbDXxHmMmeQF -> Q8xBMNNa7azHT95gd -> 2YvYDfuZF4QFpyvKZ -> jyRfYZRMix9Tov8rh -> dkZH6HJNQNLLDX6Aj
GhJDL3zvsobACjppQ,3,GhJDL3zvsobACjppQ -> tdZmwZkrKekRmpWFB -> dkZH6HJNQNLLDX6Aj
hd6scSzJmwWZxc8aZ,5,hd6scSzJmwWZxc8aZ -> 7Emfpdcdg9Hiavwnn -> wCjKmHguEy44G7ySr -> wpz5NF9cLN3SdpieA -> dkZH6HJNQNLLDX6Aj
CBBEWSEkG3s4WzphL,35,CBBEWSEkG3s4WzphL -> 5KRJKhHmmRvePyKRL -> SfJT4GNXcCsX2Mx8m -> nxkH9FyhrZn29HpPa -> Tk9AQequ267B8pGrH -> 4BLnAESsHJzbZTWRP -> anbr2NjqecCTg6PNu -> mHmmwXHXzwkPyiDtA -> bZEKYwnNua3tgJjWF -> qwWAk4i8zn5WgA5gp -> SmAXQxkpPoNcjsGbs -> 9zAKi9h7rmTYbLZ3C -> QxBcYy5YK6Kp8Q2gF -> jcejjK3Z82vnpaSRv -> NT5qJrsG8yxsgm9kp -> 2sk3G57vPNMPCzoha -> tboePHLuhyLakXXX8 -> 4wbYEes3Nywzr47sh -> Mj7LmjwMFdBR7AcSx -> mpSAD5tyat7TE7sf3 -> LZxsrLcsQyMfj73ju -> dp7J2opTZfTGbB33R -> zKiRZ93NkksEu6SfM -> g3jaWeZk495wdXCDZ -> ojcWSGh3Ahxv5vsyY -> GkZ452qwi6HMRhhmx -> 5vtsgnAL4e8doYDwh -> BCfX3dBHXEMLfPRSy -> TSevkkeeoFnMFa6Jk -> gbjRt3KganNMcokfF -> fyu5NQh7zpf6sRC9s -> BxQnHpsNwK9YE2eWW -> 6McmxFR8qBC5ELtTC -> 4tHhgDic4HM2gKuYG -> dkZH6HJNQNLLDX6Aj
4rTrXWBfTvomE8v7e,4,4rTrXWBfTvomE8v7e -> 6ot8hLDKJfMja3aqx -> nfmxSpbeugAT57yKH -> dkZH6HJNQNLLDX6Aj
cyB6uD2bT9FLCBoYn,7,cyB6uD2bT9FLCBoYn -> LDjgs4ipv2XwLpJA8 -> spBedEjzadGsKAd4j -> o7ujKu2cX3Pw3pcL3 -> LBEBhvbbnGZkPhtrb -> 6Pcck3wvqPaCM6Hy4 -> xMApWK9TcqnJoXF2d
Ahpk4P9bggr7ABCiM,2,Ahpk4P9bggr7ABCiM -> dkZH6HJNQNLLDX6Aj
67z5FP8GhLGqXfPg2,2,67z5FP8GhLGqXfPg2 -> dkZH6HJNQNLLDX6Aj
jxReyFf2Q54NWdvKb,2,jxReyFf2Q54NWdvKb -> dkZH6HJNQNLLDX6Aj
bZDbSXy4e3gs8bvJX,28,bZDbSXy4e3gs8bvJX -> BzBDo5M3sdfnKNR69 -> 8HbmbRkXf3YXzeHYE -> jkG83RYbSWknRkNq7 -> kFZv2YkvGLqWx6bzj -> PESe8ajAwgS6eMnMk -> DoNEg4hzrj7mA8fbn -> sWKtPqAkyRNr9cwrX -> DoGnEt5ndg952JNsQ -> 8b8otM2juFMWyTcA7 -> 86MqrisqwTjTCsTwi -> zjbsn7hXE6wEtmeRF -> FmdvPWiB3LbSdwicX -> QZ6KLh42PZYPfPSPZ -> JJYXTg5PzMYi9ggyt -> yT9ZMFjDL3muNH9Hx -> 6DPubvfcKb2qFvYg8 -> 7KmJNmxmyTihmnfCt -> ddbppMjiNd2c8Qvap -> SJhjsXht8bynnrgbF -> F9STvmEnpQgb3wLab -> hipaqqcAztutBaf2s -> tfw4AcioEsRERXHBE -> vYnjbtRyBSszLjmco -> Fvi3f9iozd59qiquS -> a4vdLyzXFwyP4HCoj -> ZHkiQEsDAjLzttZcQ -> dkZH6HJNQNLLDX6Aj
L7KNWaRe9v2nbm2wm,22,L7KNWaRe9v2nbm2wm -> yBtWC6QnwFPrs8uW7 -> BPWTKhbn58gPD8b3D -> 2kTEx6X2EpChCvnqt -> 83Hki5NjtLLejGiD3 -> 9CoFZrwmpRSrWEet4 -> 7Bp6awNx4aNRAskbe -> N2feMaaHpBBHiSCxi -> yG7qDXB2nkhhs7KN2 -> 4q3EpzzyDbKXGk4Gk -> 2BpDKwTfY35MBtyET -> 345CNgdF9adSQpLWA -> Zmn9DrF9BD6u3hnFA -> QcigtF9tjvievrQ3Q -> Z5ZRfaw9PJn5HLvfJ -> gtdEfxJKZ4YDG5itd -> fxkpMDbwMWvo8o5Nt -> WP6ziRxT9faMu8uoD -> wNEkMs9Nmjsd8Z5e6 -> Ri42z5SwcXQ5MAMsg -> PQHokj7BsLPj6BbPm -> dkZH6HJNQNLLDX6Aj
gR7HiuxSmCugo4Nfb,14,gR7HiuxSmCugo4Nfb -> bZxivFpJhz7AJe2Ag -> c6mc7TmJR6NJp22Af -> arKvf45Z38HTYYnLs -> PBtkzh8pwKQN2Q83Z -> 7drvHGFXzdBcLwu6c -> BdfC7ySbchqNmPiPc -> Z72zx6haosg5QeTX2 -> XJBP56PwmAAm4h82H -> 4eZiZh6rZGw3Tt2xK -> nNP6DZ2v8zbrbqS2x -> HTcBKAFSK3M2vhvTh -> Tphx5iMKvYKGvo46y -> 9Hpz3RTLvLESK5FTJ
