id,parseerror_distances,not_parseerror_distances
DSCYZpZFEGtJiQeBz,[],"[0, 39, 6, 8, 0]"
zFQjhpzxebqSkq3Ku,[],[0]
dfc4EC2x6mz9ttPkN,[],[]
k4BAokw83RRuwDoHY,[],[]
t3ctgKRozDFNLRArx,"[31, 7]","[13, 45, 48, 10, 10, 1, 7, 62, 16, 6, 44, 32, 39, 30, 28, 66, 13, 69, 1, 1, 40]"
k8kRDNfjsupfGbQFb,[1],"[53, 30, 37, 0, 10, 17, 5, 103, 0, 108, 1, 58, 22, 54, 3, 16, 35, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 20, 67, 0, 1, 2, 1]"
dg9xKveJs7MtgbY4j,"[0, 1, 0, 1, 26, 116, 10, 20, 28]","[79, 2, 39, 71, 39, 8]"
DexiFru6mm9LcPTR2,"[0, 5, 161, 45, 1, 59, 111, 106, 1, 1, 1, 1, 1, 1, 2, 2, 1, 324, 1, 6, 4, 95]","[62, 78, 53, 57, 31, 5, 0, 2, 26, 72, 21, 0, 20, 38, 27, 35, 89, 35, 18, 9, 26, 117, 0, 0, 35, 10, 10, 8, 12, 4, 12, 0, 83, 37, 18, 26, 20, 20, 105]"
A58J5Ajkm2KCxjfjq,[],[]
fbqAoFtnT6t9wrLMS,[],[1]
ZtyMgoZBZMdBNpx8G,[3],"[0, 0, 0, 50, 41, 4, 4, 18, 8, 17, 31, 75, 0, 78, 0, 15, 5, 70, 0, 46, 0]"
5CS5eRE3dnMhxRGr6,"[10, 5, 19, 5, 36, 1, 0, 1, 2, 2, 10, 2, 0, 46, 31]","[10, 47, 0, 52, 41, 48, 0]"
GzErwKwwyprNtufiH,[1],"[42, 50, 51, 102, 101, 44, 39, 65, 81, 28]"
yuiaoHEXC3YTLCtNT,[],"[0, 0]"
cs3xSBBfa7DBNMSC3,"[30, 25, 8, 7]",[38]
5ooDqKeHENJfDvcom,[],"[2, 0, 2, 5]"
6oFnDfbPRffRPG2ui,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 248]"
kXTey7r8fPRBC8krG,"[1, 1, 17, 50, 6, 2, 2, 1, 2, 1, 5, 8, 0, 2, 14, 69, 1, 4, 1, 2, 2, 6, 1, 24, 12, 62, 16, 8, 37, 3, 2, 2, 2, 202, 132, 21, 76, 28, 20, 2, 2, 4, 9, 5, 1, 80, 8, 6, 49, 1, 50, 9, 8, 15]","[41, 0, 51, 48, 91, 68, 96, 38, 74, 6, 1, 13, 1, 2, 11]"
8vApnyCDqEQxuTtwF,"[1, 1]","[40, 42, 53, 109, 7, 76, 105, 54, 83, 63, 6, 1, 6, 107, 36, 29, 7, 7, 7, 16, 41, 60, 6, 9, 3, 103, 10, 28, 1]"
8RT4uTJBJq4BpzFLA,[],"[47, 57]"
jTNQYMan3scQp2Njw,"[14, 1, 31]",[]
Hx5RFp8XaPJMrZCdh,"[4, 1, 6]","[8, 33, 6, 6, 92, 4, 3, 26, 11, 3]"
QFt47CCEHhS5upn5d,"[17, 7, 1, 14, 2]","[12, 56, 54, 7, 7, 43, 2, 43, 14, 74, 32, 33, 18, 2, 120, 35, 39, 48, 36, 63, 74, 9, 15, 6, 75, 51, 85, 46, 1, 12, 3, 74]"
L676rSDJvatmLR4tR,[],[0]
c5GE3Fkcwu3R7vmAv,"[13, 34, 10, 43]",[]
3sghQZA42HbDk4inW,[],[]
fLZQe8YwdunFcvutP,"[31, 16, 37, 1, 48, 1, 5, 0]","[66, 57]"
dWBMtSC2xghYseabB,"[2, 25, 1, 1, 5, 10, 18, 1]","[185, 32, 104, 38, 531, 154, 80, 659, 19, 179, 14, 14, 2, 2, 92, 3, 574, 798, 4]"
i3Y6Myd2bs66vbT9c,[],[]
yfbPucabTPsZj9zb3,[1],[55]
ywDmKm5XTEFm4xo7g,[],[0]
FPeLHgqoo6f4QFcqs,[1],"[0, 0, 0, 40, 0, 0, 73, 0, 0, 30, 0, 0]"
u37zcS9EWAnx88B6p,"[17, 0]","[0, 1, 103, 34, 87, 7, 52, 101, 5, 0, 5, 5, 7, 18, 84, 45, 60, 10, 46, 7]"
QDt9gGiqTZFRsg7Yz,"[0, 1, 1, 1]","[0, 2, 123, 118, 7, 7, 66, 7, 29, 54, 18, 0, 0, 0, 6, 73, 95, 0, 42, 50, 22, 21, 21, 121, 1, 0, 13]"
nj2vsyqArS4yZ2XoW,[],[]
tCBfpqvtx7vcf8Mjk,"[0, 1, 0, 8, 0]","[2, 15, 10, 0, 1, 30, 44, 0, 6, 68, 1, 2, 13, 7, 14, 6, 119]"
PgrfhTT7yxTLYgoZ5,[],"[47, 57, 158]"
BuKTDJi2p9Jdg2kWz,"[0, 8, 2, 1, 7, 0, 0, 0]","[56, 0, 21, 45, 72, 9]"
BJRTd26TFFJecPNfN,[71],"[67, 51, 52, 92, 26, 135, 1, 70, 75, 81, 61, 88, 69, 72, 6, 0, 6]"
k4Kxv3cZzdXh9bRH3,[],"[10, 0, 50]"
JeDwhCzx6uvFnrq5j,"[1, 12, 1]","[44, 91, 68, 2, 8, 25, 2, 61, 4, 7, 28, 43, 120, 93, 0, 98, 2, 2]"
84Bx9ibBqeQRGKJgd,[],[]
Zvp5edDpxay2gmJ2i,[],"[49, 49, 70, 4, 20, 0, 25, 25, 0, 105, 31, 92, 0, 21, 4]"
Y9gZDxG3tqr3JSCLJ,[],[]
gTLHN6zrmCD6Hq8Je,[],"[47, 57, 181]"
FXZ3o6BBwFRvTXP3M,[],"[13, 8]"
sLjcCZ9urBBvR22Kv,[15],[]
WY7AomFYZkHa4QDhk,[],[0]
m7Wfa3M3F8uEhdygX,"[5, 2, 7, 10, 15, 19, 6]","[30, 31, 15, 29, 38, 22, 9, 41, 15, 44, 0, 9, 100, 45, 0, 5, 16, 45, 39]"
SFd39pBudALZD3pzb,[],"[6, 12, 10, 44, 38]"
kujLQatD9iS4T93pi,"[8, 1, 1]","[14, 5, 15, 16, 12, 40, 386, 0, 21, 8, 35, 20, 2, 12, 50, 68, 8, 218, 264, 0, 26, 12, 12, 2, 10, 68, 1, 49, 39, 19, 58, 0, 56, 57, 3, 10, 4, 16, 3, 2, 4, 35, 9, 10, 17, 28, 268, 182, 43, 340, 27, 151, 0, 321, 0, 6, 26, 9, 11]"
dJCP7fW97FWCJmXM7,[0],"[2, 5, 11, 6, 45, 51, 4, 42, 1, 29, 75, 1, 1, 91, 9, 14, 12]"
e3PwjcBwtRJuHCrGN,[],[]
a4BscRfN423fTChma,"[47, 2, 10, 2, 26, 5, 29, 0, 10]","[9, 131, 19, 1, 15, 13, 70, 4, 12, 22, 2, 14, 103, 0, 0, 47]"
N4YptsiZvN8kx28ri,[],"[28, 22, 33, 0, 5, 46, 67, 90, 31, 261, 33, 22, 20, 20, 88, 65, 9, 9]"
4GSZ9LE7Rbq7PSKuG,[],[]
quHBrvBHdEpdf8sZr,[],"[32, 57, 23, 17, 6]"
ogx3J2av4J57rJ7uq,[0],[0]
GLfkKPyCebWQ6Gix4,"[1, 3, 4]","[33, 63, 35, 0, 24, 20, 88]"
fjmgknbJYdhiP5Bu5,[],[]
HqxXC2qjktNTriwFz,"[170, 7, 10, 85]","[55, 8, 16, 31, 25, 50, 10]"
BGmP5sseT6F7r96hv,[],[]
bvqtLrSyJq87iZxmu,[2],[79]
jdqSBTqgKqN3WWPg4,"[1, 4, 1, 9, 41, 1, 26, 5, 3, 20, 2, 13, 10, 4, 15, 2, 4, 10, 0, 1, 1, 1, 1, 2, 42]","[25, 3, 3, 40, 48, 0, 89, 42, 2, 37, 23, 9, 3, 92]"
Myxi5wMMrLo4KauGH,[],"[47, 57, 158]"
cP8wzHpuzH6A2Eubs,[],[]
wYBQaq2yns2NKCim4,"[5, 1, 2, 2, 34]","[55, 63, 2, 13, 2, 11, 11, 55, 2, 100, 0, 15, 15, 11, 11, 0, 106, 20, 2, 28, 7, 7, 31, 7, 70, 1, 18, 1, 46, 106, 93, 23, 7, 19]"
J83AZNxcJJBjdXG3D,"[1, 0, 0, 4, 5, 3, 2, 10, 1, 2, 3, 1, 2, 20, 4]","[40, 32, 2, 52, 30, 4, 21, 6, 19, 1, 3, 6, 14, 57, 56, 0, 31, 2, 2, 4, 9, 2, 92, 8, 2, 12, 57, 0, 9, 78, 78, 23, 8, 7, 5, 5]"
TybGNmatrf8pRCmmn,[],[14]
m6evir7riywsLqHDY,"[10, 4, 16, 23, 2]","[0, 0, 0, 0, 0, 0, 0, 107, 22, 6, 2]"
QAoNj5yp68ftErxcM,[],"[61, 61]"
JBFGmMC7AG7sACaQL,[],[124]
C2jDYewrs5PsHmAM7,"[1, 1, 45, 0, 2, 2, 91, 16, 262]","[0, 0, 0, 105, 66, 0, 7, 79, 11, 57, 74]"
j5R454DK23GfhPwx5,[10],[]
cTuQHHXbSEam95pZF,"[1, 1, 9]","[45, 56, 0, 52, 2, 75, 45, 40, 33, 49, 70, 77, 27, 75, 59, 55, 95, 4, 72, 0, 76, 0]"
AobwHFgena8fXEwg6,[],[0]
SX9snhf73ZpEQkE24,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wHcpA3ZBdcJxEam4u,"[41, 1, 0]","[47, 57, 56, 40, 17, 18, 34, 76, 27, 47, 87, 5, 71, 56, 17, 58, 17, 5, 8, 31, 35, 7, 1, 7]"
jtk33oEotMyTM6KGX,"[1, 0, 14, 14, 16]","[16, 12, 82, 0, 52, 53, 53, 7, 54, 4, 7, 54]"
G7JztPLyxd3butc6j,[],[]
s55dTpFezuLddZgMW,"[5, 1]","[25, 42, 57, 0, 55, 109, 5, 52, 1, 73, 0]"
iG6mRtxxpWDYTYcgq,"[1, 5]","[44, 0, 32, 0, 0, 0, 11, 0]"
aP7J5qQSnr84zkgNb,[],[3]
ZdPmQkKPgAeSJaNRS,[35],"[9, 30, 0, 12, 14, 6, 11]"
qaGyCt53N7CJdJe4Z,[],"[3, 0, 0]"
h4wZWQmm7uQRXvaYg,[],"[34, 32, 31, 20, 4, 4, 9, 2, 39, 29, 2, 56, 65]"
PtJ7PxfpNg8ECZCTr,[],[]
u3A4WYA23wsSKcRAF,"[1, 0, 1, 8, 1, 7, 3, 6, 3]","[49, 106, 96, 120, 40, 15, 19, 12, 46, 58, 0, 6, 94, 0, 2, 58, 1, 20]"
Y7PFPx8MoczBCBAhW,"[11, 11, 12, 231, 2, 8, 4, 5, 67, 10, 2, 85, 66, 0, 84, 0, 0, 121]","[42, 56, 4, 56, 12, 72, 10, 94, 0, 4, 55, 74]"
HdH5SNiArtX94s4xy,"[1, 2, 1, 0, 1, 4, 10, 10, 2]","[38, 49, 49, 40, 52, 82, 52, 73, 2, 8]"
nstrQgnfzWgSwJLDq,"[0, 0, 9, 18, 1, 1, 0, 138, 2, 2]","[67, 35, 52, 110, 147, 42, 36, 110, 23, 4, 27, 52, 4, 41, 2, 3, 24, 83, 2, 77, 87, 50, 17, 18, 149]"
oXopkHimGFhXXLgcm,[],[0]
TKE4ro8rua6JrkrGq,"[1, 1, 14, 9, 0, 2, 5, 3, 4, 9, 9, 95, 45, 1, 9, 16, 9, 1, 1, 8]","[63, 46, 4, 75, 0]"
ATKCHDRSJNp9y2iX6,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 49, 0, 0, 0, 0, 65, 65, 53, 32, 0, 0, 37, 35, 31, 0]"
7y9NrLZp8NE7bzRDs,[],"[67, 36, 52, 115, 6, 62]"
yKctaMjLZnYfnJ7H3,"[45, 1, 0, 82]","[34, 50, 66, 4, 45, 73, 19, 45]"
YhYZzgskHNYMYLCAB,[],[]
t7E3y5XZ9bnPzpPdG,"[4, 2, 1, 1, 1, 0]","[52, 49, 45, 66, 3, 35, 2, 32, 7, 23, 17, 18, 59, 75, 25, 148, 45, 0, 15, 0, 98, 0, 34, 70, 58, 13, 26, 23, 79, 13]"
W4ZeqG9J7pSHoyMv6,[],[]
mEu8RnY7Xu3rQWbJ8,[],[]
2CWfbEZ8ncP3p2jFS,[2],[28]
BgCTZXiZtW29NrGxT,"[1, 6, 1, 6, 4, 40, 2, 17, 6, 1, 6, 4, 1, 1, 9, 9, 1, 233]","[2, 54, 39, 56, 204, 11, 4, 20]"
KhE3oMBSAcfPm7cNL,"[1, 1, 49, 0, 8, 0, 12, 1]","[25, 11, 55, 49, 24]"
ux8vDJddMdKpaTx4Q,[],"[76, 35, 38, 19, 2, 4, 2, 130, 5, 5, 13, 28]"
8hYCKPn4NDXLfherx,"[4, 0]","[61, 8, 43, 1, 46, 75, 43, 14, 114, 115, 1, 72, 3, 1, 83, 7, 7, 64, 72, 76, 58, 93, 221, 11, 253]"
3rATPqcMabD56h5TG,[],[]
8EspFz7NZLncymEed,[0],[]
ZvTss8mbxD65Gmtjp,"[24, 2, 0, 66]","[65, 0, 31, 0, 42, 0, 109, 0, 120, 23, 0, 77, 72, 113, 0, 74, 80, 0, 86, 0, 55, 0, 0, 41, 0, 0, 42, 26, 11, 0]"
JB4Fa9Y24cFJRRrSf,[],"[0, 0, 0, 0, 0]"
arx822rdZgvNnpnFd,[],"[5, 0, 0, 0, 0]"
ZZnPNnp3DSZQuQAvp,[],"[11, 138, 0, 57, 85, 86, 0, 0, 67, 67, 43]"
NrzhwafGBahdfb9aA,[],[110]
2vxePBJqG8JkuGTnY,[1],[]
mm9CfSzHKAYuCy4sv,"[1, 0, 4, 5, 1, 1]","[95, 0, 0, 46, 0, 43, 26, 19, 43, 6]"
gwuL6qhq3YkSqpD8o,[],[0]
r92n7GJ8znrArEZM7,"[15, 1, 33, 81, 1, 1, 3, 1, 1, 1, 1, 31, 44, 1]","[5, 4, 4, 4, 66, 68, 6, 45, 45, 1, 7, 4, 9, 21, 9, 2, 9, 41, 9, 37, 51, 14, 116, 14, 14, 183, 20, 21, 97, 77, 2, 40, 109, 21, 21, 5, 14, 5, 183, 1, 2, 3, 69, 111, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
xxKoC3AvTEznx8BGb,[],[]
cDDJonHG4bwM6ZXFi,"[0, 1, 2, 52, 2, 2, 3]","[64, 49, 5, 26, 25, 28, 1, 72, 0, 62, 0, 84, 62, 4]"
yXtQPrEcSj2XT5HEL,"[0, 0, 10, 12, 12, 0, 52, 0, 4, 1, 6, 2, 145, 0, 0, 52, 0, 1, 0, 10, 2, 5, 12, 9]","[37, 54, 13, 7, 22, 65, 1, 9, 1, 45, 0, 45, 71, 11, 0, 0, 40, 0, 7, 6, 92]"
gZT5sXmqwjopxhJeX,"[15, 1, 4, 33, 2, 22, 29, 4, 7, 62, 30, 7, 7, 65, 5, 20, 6]","[10, 7]"
HSi3XGmLPaKPFC9Q7,[],"[4, 4, 3]"
EfLRyrQGqk7cdzeTG,[1],"[42, 55, 52, 95, 53, 19, 105, 85, 67]"
kXrHgJj2RSTXfqcjq,[],"[9, 9, 24, 57]"
pQ3sMtxpD8JJQt6AH,"[1, 4, 3, 2, 4]","[20, 82]"
eW3qfmy8gGzXKhnEx,"[1, 1, 1, 1]","[58, 36, 5, 20, 81, 33]"
E8xbzgPJYLs48qRZE,"[1, 0, 68]","[42, 52, 51, 97, 61, 32, 61, 75, 22, 12, 63]"
sAcco9dscDXYR3ZaZ,"[1, 21, 19, 18, 3]","[74, 54, 75, 54, 25, 4, 29, 4, 118, 117, 6, 1, 11]"
prEQxeJj94Nuh3Mmb,[],[]
caGFZnsyP25eq8Pe6,"[4, 4, 1, 1, 16, 34]","[14, 76, 13, 13, 26, 26, 4, 4, 26, 30, 2, 4, 166, 14, 2, 2, 2, 20, 106, 61, 17, 20]"
PxcDrrSL7J7DKbZPe,"[1, 1, 5, 1, 1, 2]","[5, 78, 49, 21]"
BnGdzaL9hjzFeNdi2,"[9, 12, 80, 2, 3]","[0, 0, 0, 86, 5, 22, 4, 4, 4, 4, 4, 17, 14, 4, 4, 17, 16, 9, 5, 47, 0, 11, 0, 10, 10, 32, 83, 66, 0, 4, 4, 52, 1, 55, 10, 2, 145, 0, 19]"
aMb2pZJkn6KPXhwEs,"[1, 19, 4, 4, 7]","[33, 22, 68, 25, 5, 4, 31, 44, 38, 46, 6, 78, 109, 39, 40]"
zmBxQ6LS8pACMhKCz,"[0, 10, 2, 12, 2, 2, 19, 0]","[63, 41, 0, 0, 4, 21, 4, 0, 20, 49, 54, 49, 10, 47, 49, 6, 6, 0, 12, 28, 18, 24]"
GuBjojgeGGYsattcW,"[6, 2, 3, 1]","[40, 47, 39, 60, 81, 15, 17]"
6FPSBDFLvktqMAM4H,"[15, 0, 8, 0, 76, 4]","[9, 53, 0, 10, 47, 0, 0, 0, 9, 0, 0, 0, 0, 76, 23, 23, 48, 79, 4, 3, 3, 6, 1, 4, 40, 36, 41]"
yJeFxdrJtasAEg5KT,"[58, 38, 6]","[0, 0, 0, 0, 2, 2, 0, 0, 13, 7, 7, 37, 30, 9, 56, 4, 7, 7, 26, 4, 8, 0, 86, 95, 35, 8, 16, 22, 47, 88, 0, 90, 27]"
46aRSoBHsNkYmpWD2,[1],"[44, 53, 0, 98, 55, 125, 0, 17, 116, 91]"
4MW3DDPYq3qWrfsnd,[],[]
4wDHDjkhG5MBgvsqR,"[0, 12, 56, 26, 6, 1]","[62, 63, 40, 58, 6, 6, 24, 51, 24, 6, 91, 13, 93, 6, 35, 98]"
5cuydNKKzNjRZXc9j,"[0, 3, 1, 20, 4, 0, 4, 34, 3, 3, 3, 6, 3, 10, 3, 9, 1, 5, 3, 8, 0, 2, 4, 4, 4, 4, 68, 323, 275, 1, 1, 3, 3, 84, 1, 1, 12, 25, 3, 1, 10, 10, 10, 54, 1]","[78, 78, 6, 6, 23, 0, 74, 21, 25, 7, 75, 51, 0, 49, 0, 1, 39, 3, 46, 20, 11, 82]"
nRHw7n8m8YLGnPAgq,[],"[27, 2, 2]"
nEFc2PWc7CmRjEG3K,"[1, 0, 0, 7, 7]","[6, 35, 38, 3, 3, 30, 75, 0, 6, 0, 6, 0, 0, 56, 105, 16]"
dg9G2LeTi9PWr8vWF,[],"[0, 0, 0, 257, 121]"
65hRuqJBYJkvDpRzA,[],"[29, 23, 30, 53, 0, 4, 53, 2, 138, 121, 0, 6, 19, 25]"
2mN52Y5vdzMGhnpXe,[],"[0, 0]"
nfpbDewS4Ri5WJTWR,"[1, 1]","[5, 1, 13]"
mfeZHTDk6PwHn75QG,"[8, 2, 8, 1, 2]","[9, 13, 32, 38, 85, 40, 15, 21]"
wek5tmmZRcWn9xpRr,"[4, 18, 24, 38, 0, 0, 2, 21, 3, 1, 1, 1, 25, 23]","[73, 0, 2, 47, 63, 42, 1, 24, 2, 107]"
2rJ3SCXkNRMFMQK7d,[],"[54, 7, 52]"
YpsvYr8mkQu4uf4GL,"[6, 0, 1, 20, 1]","[0, 37, 44, 2, 9, 0, 0, 36, 47, 56, 58, 0, 20, 7, 7, 12, 10, 10, 7, 12, 12, 19, 20, 0, 26, 24, 0, 1, 17, 10, 13, 34, 41, 11, 15, 4, 1, 9, 36, 5]"
8bx8qZ7Si9GfibE3v,[28],"[0, 0, 0, 0, 0, 52, 146, 0, 45, 50, 51, 88, 53, 87]"
ZMxZEwZYBzs68dNN2,"[10, 5, 7, 17, 7, 0, 14, 4, 6]","[5, 23, 17, 6, 32, 8, 0, 3]"
viEu4BPTrqX9SEn7a,"[4, 89, 0, 1, 23, 44, 1]","[0, 117, 148, 0, 0, 2]"
qZdaHWaSwtnbFsNxH,[],[]
xjc2pnPdv4TZ8k6Nx,"[10, 15, 1]","[46, 20, 54, 34, 47, 17, 70, 36, 11, 24, 1, 0, 111, 92, 12, 0, 0, 131, 0, 1, 18, 16, 19]"
j878tGbrmX4hJ2yYS,"[1, 7, 4, 10, 8, 65, 2, 3, 2, 1]","[65, 49, 64, 10, 21, 7, 41, 118, 30, 15, 149, 0, 7, 90, 0, 6, 0, 7, 7, 0, 16, 45, 11, 16, 43, 10, 122, 4, 7, 3, 81, 19, 19]"
XS3H3M3dNmzqXzKfD,"[1, 2, 1, 2, 1, 5, 1, 1, 1]","[0, 0, 49, 40, 1, 1, 13, 1, 21, 1, 3, 19, 56, 75, 0]"
JT74AkXPTzTPHG3qX,[],"[0, 0, 0, 7, 4, 4, 7, 28, 14, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 35, 4, 4, 17, 17, 32, 22, 33, 20, 2]"
suWoHoEegoXifFGjd,[],"[45, 56, 55, 16, 44, 56, 92, 31, 7, 7, 7, 7, 73, 0, 63, 93, 8, 0, 91]"
P39FyjBRhFQhFoGMS,[],[]
3WYpwizwQkD8oMuHt,[],[]
iwgLxHwypdMvsu8yR,[],"[136, 135, 402]"
H9h6pQhP4Dh5RMEWL,[15],"[9, 53, 0, 10, 47, 0]"
gt2mYMzXjjrb2BqdQ,"[2, 1, 0]","[42, 19, 74, 18, 88, 2, 36, 55, 49, 43, 42, 80, 110, 34, 34, 2, 2, 0]"
JxQRKJKinD5YdJZwj,"[1, 4, 25, 9, 2, 82, 0, 1, 4, 5]",[]
cYa69SBzTRH8ye7B4,"[1, 0, 1, 1]","[59, 51, 164, 207, 4, 54, 23, 31, 4, 15, 4, 116, 1, 2, 1, 1, 15, 142, 2, 31, 18, 43, 175, 3, 14, 95, 197]"
nkEsK82a9FwX38AQo,[],"[0, 0, 0]"
XFGim6No6bNKhRzt2,"[1, 1, 6, 4, 32, 11]","[68, 0, 47, 0, 0, 135, 0, 94, 0, 26, 0, 83, 0, 53, 1, 3, 0, 89, 0, 65, 0, 103, 0, 17, 143, 41, 85, 0]"
rYEAqNZ597psu3kSr,[],"[73, 2, 82, 93, 129, 10, 43, 0, 0, 24]"
2NonQnCPdDLnE6BSJ,[40],[]
hrXc3psqAZgQrgKMM,"[4, 1, 4, 4, 3, 1, 89, 1, 2, 9, 3, 0, 0]","[8, 41, 49, 0, 76, 30, 2]"
G4dfQ3ikxH4MCKw5H,"[15, 0, 8, 0, 76, 4]","[9, 53, 0, 10, 47, 0, 0, 0, 9, 0, 0, 0, 0, 76, 23, 23, 48, 79, 4, 3, 3, 6, 1, 4, 40, 36, 41]"
Nm4829GAJHXSF2FKc,[],[]
keodgXpu4jA76uDih,[2],"[4, 18, 43, 1, 43, 74, 8, 3, 34]"
awBYBHhcHWz7iRpGE,"[40, 1, 1, 4, 2, 0]",[78]
utriBvStshekA4MaJ,[1],"[95, 0, 0, 46]"
Wwkrii3xBhDcxxyDJ,[],[]
j5oZNMeL5E5Rg7mbP,[],"[47, 57, 157]"
xjAEvugW42fioRZXY,[],[]
2zJhKhuCxD62YXKxv,[],"[0, 0, 0]"
8gBzdXdk5SLhf96vz,"[4, 3]","[38, 4, 37, 15, 78, 36, 48, 62, 0, 46, 98, 0, 0, 0, 2, 24, 49, 47]"
8GheyBcRRJEnqZWM7,"[1, 1]","[0, 0, 34]"
GRyBLTN9rrNuzy2xi,"[6, 5]","[5, 2, 6]"
5shMgLmQWSdZ2xKwx,"[0, 0]",[70]
aYaPHrk6tWz79f5Lo,"[1, 2, 3, 5]","[42, 53, 51, 31, 65, 75, 4, 46, 84, 70]"
c7XkuahXQZQdBDezS,[],[]
apZm2X78gmoDCmwfi,[2],"[49, 42, 5, 57, 95, 0, 41, 13, 178]"
knbuh7GNAetCgm6Nn,"[15, 0, 8, 0, 76, 4]","[9, 53, 0, 10, 47, 0, 0, 0, 9, 0, 0, 0, 0, 76, 23, 23, 48, 79, 4, 3, 3, 6, 1, 4, 40, 36, 41]"
JbzejtScZJakpm9uE,"[3, 2]","[65, 44, 6, 15, 25, 142, 2]"
aNQ4AERFJBxv9o62k,[0],"[43, 54, 52, 0, 18, 49, 94, 0, 0, 11, 2, 1, 1, 40, 28, 8]"
m5jEcxKZEMZ2uoxak,[],[0]
YA7o2sA5SwMZKt7Yg,[8],"[29, 58, 0, 55, 59, 67, 80, 2]"
4zbXf7KFEJ94DrHrR,[],"[0, 0]"
45qrXfeEtomjFXfa8,"[282, 282, 46, 0, 0, 2, 9, 6, 0, 17, 0, 1, 1, 0, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wLeribys9fyLAS8ek,[],[]
y38LPwKxtTJ69rLJx,"[9, 1, 2, 10, 9, 7, 0, 1552, 0]","[77, 0, 0]"
GvzzhSQbg5BAbnjM8,[],[]
grLzWG8CpdZS33eT3,[],"[7, 0, 13, 36, 31]"
L6fEJeHGhWY42ML2D,[],"[0, 0, 0]"
EXngyXR6K8LMRGyTi,[12],"[58, 36, 4]"
LaePjXiWqAfGbLeH4,[],"[41, 95, 10, 12, 42, 2]"
tXeBRxYmyzbLTAyr2,[],[]
tnttYNnXN9jmwGCNj,"[15, 15, 14, 1, 14, 4, 19, 0, 72, 24, 1, 3, 1, 91, 0, 44, 1, 32, 34, 58]","[226, 103, 2, 18, 2, 158, 6, 34, 14]"
vch6ZCn8HSBzavGtr,[],"[43, 59, 19, 25, 53, 123, 7, 54, 71, 41, 4, 17, 30, 86, 89, 39, 6, 6, 21]"
SgztS736qmFat2iwz,[],[0]
re7DBunEsmcj3QNEb,[1],"[7, 9, 7, 21, 34, 0, 7, 4, 5, 5]"
cSgxcHsYCjg8ceXZu,[],[]
wWLCGYEyxc8e5f7gM,[],[]
PqMfuqAJw7p4L9oxe,"[1, 68, 2, 5, 1, 0, 10, 65, 123, 60]","[25, 25, 25, 15, 13, 12, 15, 20, 15, 33, 11, 2, 27, 32, 13, 33, 46, 32, 47, 30, 41, 1, 54, 9, 14, 34, 10, 4, 36, 8]"
g25s8Yt67zFsTAdgB,"[4, 1, 6]","[8, 33, 6, 6, 92, 4, 3]"
eCxxTFsqZmkXGhJC2,"[0, 6, 11, 0, 24, 18, 1, 8, 16]","[50, 17, 38, 31, 12]"
LQczcCdDkxL9w4iYf,[],[]
jputQ4AMrzPnCQz3s,"[0, 6, 11, 80, 3, 1]","[71, 7, 101, 15, 66, 6, 63, 1, 114, 57, 1, 94, 93, 79, 20, 8, 108, 175, 5]"
fwDZgovssYXfeaPLP,[],[]
3hpxDvXwa3wNNHnkt,"[1, 1, 1, 4, 1, 25, 2]","[0, 51, 50, 83, 60, 58, 58, 0, 43, 5, 33, 2, 39, 0, 3, 51, 77, 3]"
feHjKPhvBAihscyhL,[6],"[28, 2, 51, 0, 97, 0, 2, 108, 0, 2, 3, 1, 4, 2, 75, 101, 79, 0, 93, 6, 32, 140, 81, 20, 20]"
oaEy9k5pKZHZFx98q,"[0, 1, 2, 32, 1, 4, 4, 25, 1, 63, 1, 71, 1, 71, 1, 1, 1, 33, 2, 3, 0, 164, 106, 0, 0, 0, 54, 118, 51, 44, 111, 2, 0, 0, 5, 1, 0, 2, 0]","[19, 13, 30, 13, 13, 31, 8, 10, 10, 2, 8, 20, 6, 51, 2, 0, 115, 13, 89, 2, 94, 14, 15, 25, 3, 3, 15, 0, 12, 12]"
QDNygqRAjK3KW5RnN,[],[10]
JYCSxMAcjyp7MxTeQ,[],[0]
7gguGWBPccNHnvdYn,"[10, 4]",[]
Y7rewBahLasn3oBv4,[],[]
gFk2adc6JM7PGenKc,[],[8]
ReCjQFwZPtCyedH7W,"[0, 4, 21, 21, 6, 8]","[0, 1, 108, 0, 2, 45, 71]"
2ahzaJ9AgN9ukD4kt,"[2, 83, 2, 2, 1, 5, 1, 1, 2, 1, 2]","[45, 33, 9]"
9Xar9bRwzwvfuYo6v,[],[]
C3EdcWhoSEejmpGMP,"[1, 0, 1, 22, 11, 18]","[12, 30, 26, 37, 0, 4, 21, 1, 2, 1, 4, 48, 4, 47, 37, 110, 24, 1, 35, 143, 41, 108, 78, 40]"
